PanjivaRecordID,ConsigneePanjivaID,HSCode,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
8861183,1195,1844,2870,2988,3538
8861247,1796,2159,2360,2988,3028
8861439,144,1933,2870,2988,3014
8862015,1298,1907,2847,2988,3767
8862079,860,1933,2870,2988,3591
8862143,440,1929,2847,2988,3014
8862207,798,1928,2870,2988,3014
8862271,780,2322,2870,2994,3108
8862399,1538,2179,2520,2985,3802
8862463,1355,2169,2929,2994,3226
8862527,1729,2051,2836,2985,3366
8862975,376,2267,2866,2986,3956
8863039,994,2109,2604,2988,3020
8863103,435,1969,2867,2986,3912
8863295,506,1987,2867,2985,3014
8863359,506,2320,2867,2986,3014
8863423,836,2057,2867,2985,3806
8863551,1799,2006,2866,2986,3041
8863615,563,2051,2867,2985,3272
8863871,851,2231,2867,2985,3668
8863935,1504,2059,2867,2985,3942
8862719,1650,2182,2336,2989,3323
8862847,131,2051,2844,2994,3481
8864255,615,1968,2806,2989,3728
8864383,793,2186,2545,2986,3323
8862911,376,1971,2866,2986,3956
8864703,922,2044,2828,2985,3336
8865151,1471,1987,2414,2985,3364
8865407,1729,2057,2836,2985,3366
8865471,129,1909,2454,2985,3932
8865599,1812,2134,2402,2983,3977
8865791,1219,1929,2942,2985,3014
8865855,611,1844,2844,2988,3538
8865919,1483,1844,2406,2988,3113
8865983,1219,1928,2939,2985,3014
8866047,928,1928,2844,2985,3014
8866303,865,2273,2928,2988,3933
8866495,515,2179,2928,2985,3736
8866559,1165,2016,2406,2985,3140
8866687,1779,1964,2844,2988,3965
8866815,1219,1928,2942,2985,3014
8866943,1558,1951,2844,2988,3098
8867007,928,1930,2844,2988,3014
8867199,1507,1849,2374,2991,3848
8867263,1507,1855,2374,2991,3848
8867327,1443,2273,2396,2986,3492
8867391,685,2146,2844,2988,3636
8867455,48,1949,2844,2988,3209
8867519,1271,1907,2330,2987,3649
8867711,928,1929,2844,2988,3014
8867903,822,1929,2844,2988,3591
8867967,928,1929,2844,2985,3014
8868159,1779,2002,2844,2988,3965
8868223,96,2034,2844,2985,3981
8868287,300,2044,2681,2991,3894
8868415,749,2070,2856,2985,3393
8868479,587,1968,2856,2988,3012
8868607,235,2230,2770,2991,3276
8868671,337,2044,2681,2991,3056
8868735,1376,2067,2499,2985,3459
8868799,634,1968,2806,2989,3014
8868991,562,2068,2806,2985,3427
8869311,308,2087,2673,2985,3514
8869439,929,2078,2806,2989,3763
8869567,454,2208,2545,2986,3958
8869631,503,2240,2545,2983,3130
8869823,614,2068,2806,2985,3806
8869951,929,2066,2806,2989,3615
8870015,1465,2057,2806,2989,3102
8870463,1598,2287,2642,2989,3365
8870527,1598,2204,2642,2989,3365
8870591,1196,2267,2808,2989,3090
8870655,520,2006,2806,2989,3215
8870719,520,2055,2806,2985,3673
8870783,873,2069,2545,2986,3715
8870847,634,1968,2806,2989,3189
8870975,634,1929,2806,2989,3014
8871039,1703,1907,2545,2986,3767
8871103,855,1907,2806,2989,3570
8871167,520,1955,2806,2989,3153
8871231,670,1951,2545,2988,3098
8871295,519,1855,2859,2989,3524
8871359,520,1929,2806,2989,3153
8871487,520,1901,2806,2989,3153
8871615,520,1927,2806,2985,3619
8871743,506,1933,2867,2986,3014
8871807,1737,2034,2844,2983,3066
8871935,131,2002,2844,2994,3481
8872191,1799,1959,2866,2986,3041
8872255,911,1852,2867,2986,3036
8872639,1590,2177,2966,2983,3369
8872767,634,2199,2806,2985,3014
8872895,634,1929,2806,2985,3014
8872959,1146,2322,2866,2986,3108
8873087,23,1965,2867,2986,3081
8873151,834,1934,2545,2986,3579
8873215,506,1929,2867,2985,3014
8873791,575,1881,2806,2989,3209
8873855,383,2322,2545,2989,3035
8873919,634,1897,2806,2989,3014
8874047,912,2274,2866,2986,3682
8874175,1479,2044,2681,2985,3903
8874239,1255,2070,2719,2985,3819
8874303,317,2044,2681,2985,3849
8874431,1177,2073,2622,2985,3976
8874495,313,2064,2681,2991,3339
8874687,206,2051,2878,2985,3614
8874751,97,2044,2681,2985,3517
8874815,345,2044,2961,2991,3894
8874879,1473,2044,2681,2985,3282
8875007,1381,2044,2742,2985,3466
8875071,1551,2044,2687,2991,3868
8875135,1750,2044,2512,2991,3075
8875199,363,2044,2681,2985,3450
8875263,220,2044,2681,2985,3943
8875391,1018,2044,2681,2991,3068
8875455,1150,2044,2408,2985,3395
8875519,230,1987,2379,2985,3001
8875583,1432,2044,2681,2991,3511
8875647,1479,2044,2681,2985,3805
8875711,312,2044,2681,2985,3805
8875775,1096,2235,2681,2988,3327
8875839,1601,2070,2892,2991,3959
8875903,211,2109,2771,2988,3020
8888639,1475,2044,2681,2985,3986
8875967,188,1969,2695,2988,3012
8876031,276,2058,2484,2991,3684
8876095,1500,2068,2806,2987,3366
8876159,935,2044,2652,2985,3497
8876287,1633,2068,2652,2985,3843
8876479,566,2044,2652,2985,3186
8876543,595,2053,2806,2989,3615
8876607,1465,2053,2806,2989,3102
8876671,1735,2057,2806,2989,3615
8876799,89,2076,2359,2991,3981
8877055,520,1934,2806,2989,3153
8877119,878,1928,2343,2986,3014
8877247,878,1929,2343,2986,3014
8877311,133,1907,2856,2985,3042
8877375,845,1907,2605,2985,3042
8877503,1698,1850,2652,2988,3951
8877631,634,1934,2806,2989,3014
8877759,634,1898,2806,2989,3014
8877951,612,1852,2806,2989,3036
8878015,634,1930,2806,2989,3014
8878143,215,2273,2737,2986,3492
8878335,1057,2322,2806,2989,3108
8878399,234,2163,2681,2983,3487
8878463,25,1852,2681,2986,3026
8878655,834,1944,2545,2986,3579
8878719,641,2033,2806,2989,3224
8879039,621,1943,2806,2989,3582
8879167,499,1905,2806,2985,3410
8879231,599,1927,2545,2989,3054
8879359,990,2129,2806,2985,3922
8879423,520,1930,2806,2989,3153
8879487,1204,2263,2806,2989,3520
8879551,1108,2033,2806,2989,3233
8879615,1553,1943,2545,2989,3447
8879679,972,1907,2806,2989,3208
8879743,383,1933,2545,2989,3035
8879807,1049,2147,2806,2989,3165
8879999,439,1873,2806,2989,3598
8880063,301,2044,2681,2991,3510
8880127,1323,2044,2681,2991,3962
8880255,1639,2044,2681,2991,3056
8880383,298,2044,2638,2985,3869
8880767,719,2044,2681,2991,3880
8880895,337,2044,2681,2991,3880
8880447,1699,2076,2354,2991,3981
8880511,299,2044,2681,2991,3695
8880575,308,2050,2673,2985,3514
8880639,1473,2044,2681,2985,2998
8880959,303,2044,2617,2985,3491
8881023,1670,2076,2681,2985,3136
8881151,1479,2044,2681,2985,3337
8881215,1052,2044,2681,2991,3920
8881343,212,2044,2487,2985,3750
8881407,968,2044,2484,2991,3394
8881471,310,1987,2354,2985,3639
8881599,323,2044,2681,2991,3511
8881663,201,2044,2514,2985,3744
8881791,55,2044,2888,2991,3344
8881855,306,2044,2681,2991,3248
8881919,303,2044,2681,2985,3491
8882047,1792,2044,2681,2985,3269
8882111,338,2076,2429,2985,3875
8882239,308,2053,2673,2985,3514
8882303,258,2051,2878,2985,3614
8882367,35,2044,2681,2991,3920
8882495,348,2044,2681,2991,3068
8882559,336,2044,2956,2991,3796
8882623,174,2044,2484,2985,3196
8882687,1479,2044,2681,2985,3268
8882751,312,2044,2681,2985,3472
8882815,1454,2061,2681,2991,3743
8882879,195,1989,2507,2988,3105
8882943,192,2058,2943,2987,3133
8883007,248,2055,2681,2991,3481
8883135,872,2044,2681,2991,3075
8883199,208,1938,2638,2988,3206
8883391,1351,2168,2929,2994,3226
8883455,301,2046,2681,2991,3294
8883711,820,2128,2681,2991,3292
8883775,878,1929,2345,2985,3014
8883903,830,2273,2736,2988,3547
8883967,878,1943,2345,2985,3014
8884031,247,2273,2719,2988,3477
8884159,322,1966,2476,2983,3131
8884223,357,2163,2681,2983,3487
8884351,1479,2046,2681,2991,3456
8884479,266,2273,2730,2988,3573
8884607,215,2273,2424,2986,3492
8884799,247,2273,2719,2988,3184
8884927,176,2273,2725,2988,3184
8884991,1126,2159,2571,2988,3023
8885119,245,1852,2681,2986,3036
8885183,255,1911,2681,2991,3838
8885247,1754,2263,2673,2988,3700
8885311,1754,2167,2673,2988,3700
8885375,28,2180,2354,2988,3414
8885759,319,2046,2426,2991,3895
8885887,450,1843,2806,2989,3219
8885951,660,1849,2806,2989,3039
8886015,1552,2030,2806,2989,3245
8886079,878,1928,2345,2985,3014
8886271,878,1930,2345,2985,3014
8886335,1454,2059,2681,2991,3743
8886463,847,2267,2830,2988,3185
8886527,253,2051,2551,2988,3133
8886783,1381,2044,2741,2985,3298
8886847,1264,2070,2531,2991,3601
8886911,1190,1969,2695,2988,3012
8886975,1473,2044,2681,2991,3654
8887103,339,2044,2622,2985,3432
8887167,317,2044,2681,2985,3080
8887231,1454,2053,2681,2991,3743
8887295,37,2055,2681,2991,3647
8887487,1551,2044,2681,2985,3941
8887551,81,2044,2681,2985,3744
8887615,161,2044,2681,2985,3852
8887679,263,2044,2681,2985,3222
8887743,1621,2044,2717,2991,3443
8887871,1404,2044,2681,2991,3930
8887999,169,2044,2681,2985,3461
8888063,1479,2044,2681,2985,3319
8888191,1389,2044,2681,2985,3450
8888383,347,2044,2478,2991,3119
8890111,1233,2169,2929,2994,3226
8890431,1358,2169,2981,2994,3533
8890495,794,2179,2689,2988,3286
8890559,1544,1917,2457,2988,3019
8890623,1640,1844,2914,2988,3538
8890687,1626,2002,2914,2988,3965
8890879,448,2273,2708,2986,3492
8890943,1179,1907,2959,2985,3925
8891071,571,1844,2798,2988,3036
8891135,877,1929,2542,2985,3014
8891327,869,1860,2719,2988,3992
8891391,282,2002,2681,2985,3393
8891455,365,2046,2681,2985,3450
8891839,354,2046,2893,2991,3119
8891903,246,1951,2427,2988,3098
8891967,317,2046,2681,2991,3456
8892031,1021,2273,2736,2986,3670
8892095,1823,1919,2529,2988,3787
8892223,266,2273,2730,2986,3144
8892415,875,2046,2681,2991,3456
8892479,340,2046,2681,2985,3761
8892543,1612,2304,2914,2988,3076
8893951,18,2086,2681,2988,3044
8892607,91,2267,2852,2988,3907
8894015,203,2067,2421,2988,3075
8893055,1063,2202,2948,2988,3545
8892735,1419,2057,2542,2991,3768
8892799,1622,1910,2565,2985,3640
8893119,1436,2149,2542,2988,3112
8893183,1039,2051,2825,2991,3621
8894463,1699,2055,2354,2991,3981
8893311,1286,2238,2681,2985,3183
8893439,1481,2044,2597,2985,3464
8893567,1766,2053,2436,2987,3366
8893695,56,2044,2924,2985,3250
8893759,580,2044,2749,2985,3352
8893823,216,2044,2381,2985,3055
8893887,1479,2044,2681,2985,3196
8894591,74,2044,2681,2985,3432
8894783,1069,2044,2485,2991,3966
8894975,193,2252,2501,2985,3605
8895039,1708,2070,2452,2985,3843
8895103,337,2044,2681,2991,3072
8895167,230,1987,2379,2985,3444
8895295,195,1989,2479,2988,3105
8895359,298,2044,2681,2991,3248
8895423,1322,2044,2681,2991,3659
8895999,489,1929,2459,2985,3014
8896063,1690,1964,2679,2988,3965
8896127,1762,1964,2539,2988,3965
8896319,1399,1929,2460,2985,3014
8895743,1399,1928,2460,2985,3014
8895807,489,1932,2459,2985,3014
8896383,471,1943,2944,2988,3212
8895935,489,2129,2459,2985,3014
8896639,687,1929,2675,2988,3191
8896767,1399,1929,2459,2988,3014
8896895,703,2167,2584,2986,3636
8896959,1220,1931,2675,2986,3591
8897023,539,2034,2458,2985,3366
8897151,489,1929,2459,2988,3014
8897279,516,1908,2657,2986,3502
8897599,1715,2133,2649,2985,3802
8897855,1715,2179,2821,2993,3802
8897919,1022,1908,2437,2988,3262
8898175,710,1907,2542,2985,3042
8899007,468,1968,2624,2985,3014
8898367,1502,1929,2436,2985,3888
8899967,539,2051,2458,2985,3366
8898495,1111,2322,2542,2988,3591
8899071,1704,2044,2758,2985,3852
8898559,1111,1931,2542,2988,3591
8900031,418,2055,2675,2991,3382
8898751,877,1930,2542,2988,3014
8898815,1054,1987,2440,2991,3338
8899199,669,2044,2924,2985,3075
8900159,539,2068,2458,2985,3366
8900223,489,2116,2459,2988,3047
8898879,548,2053,2403,2985,3393
8900287,1399,2006,2459,2985,3014
8900351,480,2204,2697,2988,3542
8899327,560,2226,2678,2985,3605
8900479,539,1971,2458,2985,3366
8899647,1724,2044,2341,2985,3451
8899711,1335,2086,2590,2988,3596
8899839,380,2267,2678,2985,3956
8900863,705,2052,2678,2992,3879
8899903,1569,2044,2568,2985,3856
8900991,759,1987,2918,2985,3614
8901119,56,2044,2924,2985,3205
8901183,1662,2267,2436,2988,3907
8901311,1527,2231,2850,2988,3020
8901375,56,2044,2924,2985,3450
8901503,1532,2070,2975,2987,3366
8901567,1221,2068,2914,2985,3393
8901631,1039,2053,2542,2991,3159
8901759,1702,1971,2852,2986,3912
8901887,849,1968,2914,2988,3728
8902015,895,1849,2932,2986,3538
8902079,442,1929,2624,2985,3153
8902143,442,1929,2624,2991,3153
8902207,531,1933,2624,2986,3579
8902271,892,1928,2624,2986,3191
8902335,442,1928,2624,2986,3153
8902399,545,2322,2624,2986,3591
8902463,788,1964,2624,2988,3965
8902591,788,2002,2624,2988,3965
8903231,989,1929,2440,2985,3014
8903295,989,1928,2440,2985,3014
8903359,943,2139,2440,2988,3147
8903423,1448,1864,2440,2986,3524
8903487,962,1907,2440,2986,3326
8903551,989,1943,2440,2985,3014
8903615,1441,1907,2756,2985,3042
8903807,1609,2016,2440,2988,3475
8903871,544,1933,2440,2986,3591
8903999,989,1929,2756,2985,3014
8904127,510,1907,2440,2986,3767
8904191,438,1869,2440,2986,3077
8904255,552,1864,2440,2988,3039
8904319,1014,2046,2440,2985,3411
8904383,1423,1937,2352,2988,3891
8904447,903,2322,2624,2986,3108
8904511,438,2102,2440,2986,3114
8904639,468,1903,2624,2985,3014
8904703,652,1907,2624,2985,3767
8904767,468,1929,2624,2985,3014
8904895,402,1943,2624,2985,3212
8904959,552,2274,2756,2988,3992
8905087,468,1833,2624,2985,3014
8905151,531,1931,2624,2986,3579
8905215,903,1933,2624,2986,3108
8905279,635,2240,2624,2988,3130
8905343,1405,2054,2624,2985,3543
8905407,904,2066,2624,2987,3366
8905599,1152,2056,2624,2985,3621
8905663,87,2044,2792,2985,3413
8905855,1056,1995,2624,2985,3338
8905983,1056,1987,2624,2985,3338
8906175,920,1968,2624,2986,3012
8906239,423,2230,2624,2991,3276
8906367,468,2116,2624,2986,3047
8906431,578,2044,2567,2985,3794
8906559,73,2044,2324,2985,3974
8906623,1569,2044,2340,2985,3497
8906687,491,2193,2624,2986,3810
8906943,494,2109,2756,2988,3020
8907007,814,2057,2756,2991,3763
8907071,419,2073,2440,2991,3075
8907199,1020,2076,2440,2991,3981
8907263,604,2153,2357,2983,3261
8907391,1591,2067,2440,2991,3835
8907455,1636,2302,2929,2983,3488
8907519,51,1968,2440,2988,3012
8907583,1084,2166,2756,2988,3073
8907711,1611,2195,2440,2988,3484
8907839,1636,2303,2929,2983,3488
8907967,551,2249,2440,2987,3264
8908031,549,1971,2440,2988,3435
8908095,138,2023,2806,2989,3924
8908223,616,2023,2806,2989,3691
8908415,1465,2041,2806,2989,3102
8908543,382,2102,2806,2989,3114
8908799,1746,2108,2465,2983,3015
8908863,826,1950,2624,2988,3098
8908927,1465,2040,2806,2989,3102
8908671,1465,2032,2806,2989,3102
8908735,1267,2041,2844,2988,3102
8908991,1788,1984,2909,2988,3287
8909055,1295,2041,2806,2989,3135
8909247,1267,2023,2844,2988,3102
8909311,1234,1929,2843,2985,3014
8909439,237,1866,2681,2988,3998
8909503,3,1980,2867,2985,3409
8909567,545,1930,2624,2986,3591
8909695,293,2322,2624,2986,3035
8909759,468,1932,2624,2985,3014
8909823,468,1927,2624,2985,3619
8910079,470,1929,2624,2989,3888
8910207,470,1932,2624,2989,3888
8910271,442,1933,2624,2986,3153
8910335,897,1930,2624,2986,3057
8910399,1089,1842,2681,2986,3128
8910463,545,1929,2624,2986,3591
8910591,638,1844,2691,2986,3036
8910719,442,1929,2624,2986,3153
8911039,470,1891,2624,2985,3888
8911231,537,1928,2624,2985,3922
8911295,610,1934,2624,2986,3115
8911359,652,1907,2624,2986,3767
8911487,1234,1929,2625,2986,3014
8911551,885,1905,2624,2986,3730
8911615,468,1932,2624,2986,3014
8911679,701,1977,2403,2986,3176
8911743,468,1971,2624,2985,3014
8911807,613,2261,2624,2985,3453
8911871,1234,2272,2843,2985,3014
8911935,444,2142,2624,2986,3075
8912063,856,1969,2746,2988,3012
8912191,1465,2023,2806,2989,3102
8912575,1465,2043,2806,2989,3102
8912703,1191,2044,2672,2985,3002
8912831,603,2055,2860,2991,3981
8912959,1524,2303,2607,2983,3190
8913215,592,1877,2374,2985,3602
8913407,745,1877,2374,2985,3602
8913471,1525,1877,2372,2985,3519
8913791,609,2028,2624,2986,3102
8913855,609,2023,2624,2986,3102
8913919,569,2023,2624,2985,3691
8914175,418,2041,2921,2985,3135
8914239,977,2041,2680,2988,3102
8914303,633,2023,2679,2985,3691
8914431,977,2043,2680,2988,3102
8914495,1028,2114,2675,2988,3032
8914687,696,2023,2436,2985,3691
8914879,331,2113,2561,2983,3023
8914943,364,2114,2681,2983,3023
8915007,234,2113,2681,2983,3023
8915071,1060,2113,2681,2983,3023
8915199,760,2023,2681,2985,3691
8915455,240,2108,2681,2983,3015
8915583,416,2055,2844,2985,3673
8915647,1215,2240,2668,2983,3130
8915711,1143,2044,2370,2988,3205
8915775,1597,2044,2930,2985,3464
8915839,1047,2044,2635,2985,3127
8915903,640,2044,2612,2985,3009
8915967,605,2044,2635,2985,3856
8916031,781,2044,2847,2991,3009
8916159,781,2044,2847,2985,3903
8916287,1336,2044,2635,2993,3450
8916351,998,2006,2847,2985,3014
8916479,1047,2044,2632,2985,3497
8916607,1215,2240,2847,2983,3130
8916671,980,2066,2632,2985,3908
8916735,164,2044,2668,2985,3450
8916799,167,2056,2847,2985,3981
8916927,1597,2044,2930,2993,3464
8917055,82,2044,2388,2985,3517
8917311,843,1968,2870,2988,3081
8917375,110,2044,2870,2985,3256
8917503,643,2068,2870,2985,3159
8917567,88,2056,2870,2991,3543
8917759,1032,2114,2371,2985,3800
8917887,139,2070,2371,2985,3959
8917951,1752,2068,2447,2985,3366
8918015,124,2235,2947,2988,3327
8918143,424,2044,2968,2991,3072
8918207,1493,2044,2401,2991,3456
8918271,66,2044,2395,2985,3497
8918335,722,2044,2401,2985,3371
8918591,1080,2241,2873,2988,3073
8918655,1489,1864,2746,2983,3496
8919167,434,1869,2548,2988,3260
8919231,131,2055,2844,2994,3481
8919487,971,2002,2423,2988,3965
8919615,1507,1849,2374,2985,3848
8919935,942,2148,2545,2989,3700
8919999,1661,1907,2844,2985,3042
8920063,622,1973,2336,2989,3822
8920127,694,1834,2449,2983,3156
8920191,520,1927,2806,2989,3153
8920383,1735,1987,2806,2989,3763
8920639,1206,1952,2545,2989,3081
8920703,1184,2002,2806,2988,3965
8920831,197,2267,2455,2983,3696
8920895,338,2016,2429,2985,3875
8920959,1085,1844,2719,2985,3515
8921023,225,1832,2719,2985,3842
8921151,1670,2076,2681,2985,3718
8921279,1103,1907,2542,2985,3042
8921343,392,1844,2914,2985,3042
8921599,1230,2051,2484,2987,3724
8921855,748,2068,2436,2985,3393
8922111,510,1907,2440,2988,3767
8922175,505,2208,2624,2986,3958
8922239,818,2117,2624,2986,3048
8922943,1697,2107,2675,2988,3015
8923135,1029,2208,2870,2988,3958
8923199,883,2069,2847,2987,3011
8923263,1275,1919,2409,2988,3012
8923327,173,1927,2361,2983,3191
8923391,1280,1875,2525,2983,3420
8923455,1507,2318,2374,2985,3848
8923519,1507,2112,2374,2985,3848
8923647,1507,1865,2374,2985,3848
8888831,348,2044,2687,2991,3010
8888895,192,2059,2943,2987,3133
8888959,1619,2044,2681,2991,3347
8889087,361,2044,2429,2985,3230
8889215,312,2044,2681,2985,3332
8889279,361,2044,2429,2985,3193
8889343,303,2044,2484,2985,3491
8889407,1479,2044,2681,2991,3072
8889535,318,2044,2688,2991,3056
8889599,4,1964,2542,2988,3965
8889855,877,1928,2542,2988,3014
8888699,192,2056,2943,2987,3133
8906619,1014,2044,2760,2985,3464
8850939,162,2057,2440,2991,3763
8850747,628,2016,2680,2985,3672
8850683,1706,2016,2583,2985,3042
8850171,1558,2109,2844,2988,3020
8851067,1618,1959,2624,2986,3041
8851643,884,2257,2806,2985,3146
8852219,269,2253,2631,2985,3718
8852923,517,2231,2397,2988,3101
8853051,611,2141,2844,2988,3538
8853243,1726,2056,2416,2988,3538
8853435,100,1932,2860,2985,3014
8853499,952,2169,2756,2988,4003
8853563,100,1931,2860,2985,3014
8853627,100,1930,2860,2985,3014
8853691,1348,1844,2860,2986,3538
8853755,663,2169,2756,2988,3909
8853819,513,2322,2607,2986,3035
8853947,625,1933,2860,2986,3108
8854267,1000,1907,2861,2985,3042
8854459,950,1930,2860,2986,3014
8854907,658,1929,2394,2988,3591
8855035,1207,2002,2394,2988,3965
8855291,956,2005,2875,2988,3035
8855419,372,2273,2928,2988,3547
8855483,1489,2119,2746,2983,3496
8855675,1825,2273,2552,2988,3670
8855803,502,2046,2802,2985,3431
8856251,1504,2090,2867,2985,3942
8856507,631,2044,2789,2985,3491
8856571,114,2044,2790,2985,3007
8856699,131,2299,2560,2994,3275
8856763,917,1968,2405,2988,3012
8857019,1113,2056,2728,2985,3246
8857211,699,2044,2693,2991,3294
8857275,661,2044,2693,2985,3024
8857339,99,2044,2395,2991,3056
8857403,131,2054,2844,2994,3481
8857467,1003,2055,2669,2987,3981
8857595,1550,2044,2968,2991,3880
8857659,1545,2112,2374,2985,3848
8857723,661,2044,2693,2985,3517
8857787,152,2044,2470,2991,3072
8857851,561,2044,2802,2985,3497
8858107,27,2044,2968,2985,3055
8858235,1786,2051,2844,2985,3501
8858299,538,2044,2693,2985,3906
8858363,1507,2313,2374,2991,3848
8858427,507,1970,2844,2986,3912
8858555,928,2192,2844,2988,3014
8858619,1786,2054,2844,2985,3800
8858683,1786,2061,2844,2985,3673
8858939,1717,2053,2844,2985,3614
8857979,1036,2245,2534,2988,3032
8859003,507,1968,2844,2986,3912
8859131,1696,2153,2844,2988,3273
8859195,534,2051,2844,2985,3847
8859259,789,1968,2844,2988,3271
8859451,626,1856,2632,2988,3954
8859579,626,1852,2632,2988,3954
8859643,63,2169,2929,2994,3226
8859707,1453,2172,2635,2988,3833
8859835,1350,2169,2646,2993,3544
8888507,1473,2044,2681,2991,3750
8860219,860,2322,2870,2988,3591
8860283,1137,1861,2870,2993,3524
8860475,144,1930,2870,2985,3014
8860667,465,1907,2870,2985,3042
8860859,144,1932,2870,2985,3014
8860923,440,1928,2848,2985,3014
8861115,456,2322,2847,2988,3108
8861243,998,1932,2847,2988,3014
8861307,144,1928,2870,2988,3014
8861499,998,1928,2847,2985,3014
8861563,803,2139,2362,2983,3043
8861627,1791,1927,2870,2988,3054
8861755,492,1852,2362,2988,3021
8861883,144,1932,2870,2988,3014
8862011,440,1932,2847,2988,3014
8862075,860,1930,2870,2988,3591
8862267,780,1929,2870,2994,3108
8862395,1538,2176,2520,2985,3802
8862523,683,2093,2806,2989,3531
8862971,1682,1968,2797,2988,3012
8863035,910,1987,2867,2985,3981
8863099,994,2110,2604,2988,3020
8863227,1746,2109,2978,2988,3020
8863291,791,2259,2867,2986,3152
8863419,113,1969,2866,2988,3012
8863611,113,1968,2866,2988,3012
8863739,506,1971,2867,2985,3014
8863867,851,2257,2867,2985,3668
8863931,910,2055,2867,2985,3981
8862715,1650,2184,2336,2989,3323
8864187,565,2117,2806,2989,3048
8864315,1035,2182,2545,2989,3323
8864507,1729,2068,2836,2985,3366
8864571,1781,2044,2854,2985,3413
8864891,932,2044,2896,2985,3491
8865211,1503,2053,2890,2991,3614
8865403,64,2044,2380,2985,3075
8866043,389,1927,2406,2985,3153
8866107,706,1959,2406,2985,3042
8866747,865,2273,2693,2986,3547
8866875,822,1930,2844,2988,3591
8867195,1507,2129,2374,2991,3848
