PanjivaRecordID,Carrier,ConsigneePanjivaID,GoodsShipped,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
264010001001,15,1300,20,236,216,20,323
264138001001,15,1107,28,212,190,5,485
264266001001,15,395,20,142,148,7,314
264330001001,15,857,20,235,243,15,615
264522001001,17,605,28,261,10,18,642
266378001001,2,607,20,260,303,33,60
257802001001,20,314,44,80,116,20,114
257994001001,25,1106,34,325,115,13,143
258058001001,7,418,82,240,211,20,468
258122001001,23,1167,42,157,251,50,579
258186001001,23,419,85,144,150,53,11
258250001001,23,439,58,15,125,40,93
258506001001,1,441,20,145,151,17,167
258634001001,1,643,34,106,114,20,53
258762001001,1,988,26,328,84,50,84
258890001001,1,1355,34,109,114,56,362
258954001001,1,345,34,138,221,2,244
259082001001,1,513,20,5,349,20,615
259146001001,13,486,11,179,312,11,282
260554001001,10,524,84,17,178,20,35
262282001001,13,871,20,135,141,57,105
262346001001,13,1477,110,5,5,42,198
262538001001,13,1448,26,279,31,50,84
263882001001,10,505,21,261,272,16,643
264074001001,15,1014,20,130,63,39,305
264714001001,0,1437,44,265,275,20,160
264906001001,13,1477,110,5,62,35,192
264970001001,13,657,20,245,254,29,363
265674001001,25,1114,34,124,114,20,200
265802001001,7,100,44,282,293,59,553
266122001001,18,1378,20,240,127,20,238
266186001001,1,1554,20,16,108,53,363
266570001001,6,1378,20,176,185,33,329
266634001001,17,1378,20,320,127,20,64
266762001001,16,1554,20,16,108,53,414
259018001001,13,1106,100,319,265,33,573
257226001001,7,321,16,274,285,30,220
257418001001,8,47,20,235,127,20,250
257866001001,15,847,20,294,150,20,503
259338001001,20,314,20,80,306,20,496
259786001001,23,846,18,113,118,36,32
260042001001,8,47,20,255,77,20,397
260106001001,6,837,44,265,275,20,525
260234001001,10,1395,50,48,180,50,195
260426001001,10,1421,81,279,128,28,65
261066001001,14,1355,34,109,114,47,362
261130001001,14,1577,34,224,221,20,200
261194001001,14,1599,27,24,34,36,348
261386001001,23,325,57,265,288,21,492
261514001001,24,568,26,12,9,50,84
261578001001,10,40,18,14,16,27,170
261642001001,22,1351,81,113,0,20,225
261706001001,25,1366,26,113,118,50,84
262026001001,3,325,57,277,288,50,17
262090001001,10,1149,20,265,287,20,353
262154001001,23,329,57,239,288,30,455
262218001001,10,985,20,265,27,20,353
263114001001,23,1290,34,189,114,13,321
263178001001,10,1080,34,109,62,20,47
263242001001,10,668,34,109,263,13,321
263306001001,18,1290,34,242,114,13,321
263498001001,5,1108,31,295,312,20,79
263818001001,21,1186,44,36,38,20,160
264586001001,13,650,31,99,262,20,79
264650001001,13,1494,28,49,50,36,489
264778001001,5,536,20,261,272,20,135
265226001001,10,313,81,54,259,13,306
265354001001,5,1114,34,109,114,20,475
265418001001,21,1017,20,199,96,53,124
265482001001,21,87,123,172,222,20,571
265546001001,19,692,115,191,202,20,390
257467001001,14,1344,34,210,178,21,391
257531001001,14,1015,20,301,319,42,377
257787001001,24,1626,44,92,94,14,36
259259001001,13,585,20,142,148,34,394
259579001001,10,1366,26,36,38,19,84
259707001001,5,1503,42,212,221,50,369
260987001001,23,326,57,277,89,50,246
261883001001,11,1238,82,148,94,50,43
262779001001,24,1257,34,24,114,20,406
262843001001,20,1344,34,24,178,20,200
262907001001,2,1080,34,24,114,20,200
262971001001,12,773,34,2,114,20,406
263035001001,10,1585,110,265,322,20,524
264379001001,15,821,20,49,142,20,323
264443001001,15,999,115,12,61,20,615
266363001001,2,1241,20,263,303,51,443
258171001001,23,1383,126,55,56,32,21
258299001001,1,205,20,145,47,20,318
258491001001,1,235,84,120,202,20,421
258683001001,24,46,28,213,222,20,646
258747001001,1,182,73,24,17,35,307
259131001001,1,1290,34,109,55,13,321
260539001001,10,81,110,36,311,35,101
260603001001,18,1080,34,109,114,35,475
260795001001,6,98,114,308,167,50,413
262267001001,13,926,20,55,200,20,514
262395001001,6,411,110,316,335,35,372
262523001001,11,982,110,47,48,35,101
265787001001,7,1080,34,109,351,33,499
266555001001,15,1378,20,240,127,33,314
266619001001,17,1378,20,195,103,53,414
266683001001,17,1378,20,240,127,34,164
266747001001,3,1378,20,240,127,33,516
257083001001,10,178,20,265,275,15,242
257211001001,7,156,11,257,275,20,4
257275001001,23,329,57,289,288,50,231
257403001001,8,47,20,104,220,3,575
257979001001,10,706,42,14,272,20,145
258427001001,11,239,42,92,94,20,544
259771001001,10,725,0,48,292,50,157
260091001001,6,47,20,104,94,20,110
260219001001,10,708,18,48,13,20,524
260347001001,10,876,26,95,9,50,232
260411001001,8,1348,105,268,278,50,61
261051001001,11,699,42,170,178,50,369
261115001001,14,1106,34,273,353,35,641
261371001001,24,329,57,265,288,50,510
261435001001,17,1411,20,265,275,20,99
261563001001,10,1322,34,261,272,31,143
261627001001,10,287,42,311,329,11,91
261947001001,10,406,42,42,324,50,369
262139001001,23,325,57,277,147,50,41
262203001001,10,308,20,265,75,20,154
263099001001,10,125,26,328,143,50,232
263163001001,10,263,81,320,293,20,225
263291001001,2,254,34,324,345,13,321
263547001001,15,607,20,108,303,20,443
263611001001,10,1618,18,36,251,35,279
264571001001,8,480,20,320,339,20,152
264635001001,13,1107,28,111,50,48,449
264827001001,13,539,26,15,350,50,84
265211001001,12,489,42,225,349,20,93
265275001001,1,70,1,170,178,50,536
265403001001,21,1121,20,212,160,20,514
265531001001,21,220,42,213,222,3,87
257547001001,14,466,34,230,229,20,406
259531001001,15,726,20,12,9,16,124
259595001001,10,723,110,83,335,35,279
259659001001,23,442,21,92,193,33,598
261003001001,23,1297,20,265,275,48,383
261899001001,24,273,40,164,202,20,560
262795001001,14,1080,34,190,114,20,156
262923001001,14,288,34,24,114,45,321
263051001001,0,445,42,197,207,47,91
263947001001,4,567,114,239,249,57,572
264011001001,15,395,20,142,148,30,100
264139001001,15,395,20,142,148,25,329
264203001001,15,928,110,129,41,35,192
264267001001,22,780,20,83,85,33,439
264331001001,15,709,20,43,36,53,615
264459001001,21,1436,114,12,9,57,572
264523001001,10,1318,21,261,272,14,112
266443001001,4,1554,20,16,108,33,314
257483001001,2,1080,34,109,114,13,321
258123001001,23,547,34,306,165,13,72
258507001001,15,1560,115,212,221,20,197
258763001001,1,825,20,145,347,16,424
258827001001,13,1000,11,283,110,11,201
259083001001,15,825,20,328,151,16,424
259147001001,11,1107,28,49,50,46,523
262283001001,6,1296,20,245,254,20,265
264715001001,10,178,34,265,302,13,143
264971001001,13,1069,20,195,254,53,363
265035001001,5,539,26,233,96,50,232
265739001001,3,678,82,202,211,20,247
265803001001,14,802,82,202,211,20,241
266187001001,24,1554,20,16,108,20,64
266571001001,17,1378,20,98,103,45,329
266635001001,6,1378,20,240,127,33,239
266699001001,17,1378,115,240,272,33,109
257419001001,8,47,20,51,127,36,330
257867001001,15,821,20,136,142,54,163
257931001001,3,1110,42,12,9,50,91
259339001001,20,1170,20,113,167,20,189
259787001001,23,1618,18,113,345,20,32
259915001001,10,792,26,261,221,50,84
260043001001,8,47,20,75,77,3,250
260235001001,10,575,82,48,65,20,138
261067001001,14,451,21,103,51,46,223
261195001001,20,1599,27,24,171,20,348
261387001001,17,325,57,265,288,50,255
261771001001,13,972,34,309,327,23,156
261835001001,2,921,20,245,254,20,394
262027001001,23,325,57,314,288,42,144
262155001001,23,329,57,277,294,50,538
263115001001,22,1114,34,109,114,13,321
263691001001,15,787,85,76,9,20,118
265291001001,10,175,61,310,135,1,193
265355001001,18,963,34,109,101,20,475
265419001001,21,487,115,212,221,6,35
265547001001,21,1402,115,259,221,20,390
257580001001,12,114,115,212,221,20,355
259500001001,4,1049,20,263,303,53,533
259628001001,23,929,110,263,303,47,129
261036001001,10,19,20,274,285,30,353
262764001001,16,643,34,24,114,20,541
262828001001,14,699,42,113,221,50,369
262892001001,14,1290,34,181,114,20,475
262956001001,2,739,34,109,114,13,72
264044001001,19,571,58,199,209,20,93
264172001001,15,1440,127,55,56,36,652
257260001001,25,949,20,263,303,7,404
258092001001,7,592,46,247,226,20,557
258156001001,23,1283,26,25,287,50,84
258476001001,1,993,34,271,283,18,38
258540001001,13,936,34,289,304,47,39
258604001001,1,1575,20,312,337,20,250
258668001001,4,201,34,279,290,20,648
258796001001,1,1198,34,292,114,13,143
258860001001,13,148,28,135,237,48,367
258924001001,1,781,34,271,283,46,519
258988001001,13,1627,19,24,203,11,136
259052001001,1,1015,20,328,160,33,377
259116001001,1,825,20,160,349,16,424
260268001001,6,509,20,64,63,20,318
260460001001,4,848,20,328,319,20,152
262700001001,14,209,42,24,202,56,398
264940001001,13,912,20,285,296,7,205
265004001001,13,1035,20,237,247,4,176
265772001001,2,773,34,109,114,13,321
266156001001,17,1554,20,16,108,30,373
266668001001,17,1611,44,47,266,33,127
266732001001,17,1378,20,176,185,46,414
266796001001,20,1524,20,117,82,33,516
263276001001,18,1216,34,109,231,13,321
257068001001,23,834,114,265,9,57,572
257196001001,7,544,0,265,257,35,307
257388001001,23,524,84,240,24,20,35
257516001001,17,141,126,63,201,50,51
257644001001,6,1105,21,188,198,13,643
257708001001,10,1106,81,81,259,20,55
257836001001,6,818,20,263,303,20,361
257964001001,10,710,42,262,272,20,66
259884001001,2,769,20,113,118,20,167
260012001001,23,47,20,240,142,20,176
260076001001,8,47,20,104,77,19,575
260204001001,8,642,20,126,127,20,318
260396001001,8,1284,20,261,272,20,40
261100001001,2,351,26,212,221,50,84
261164001001,4,643,34,24,114,13,143
261356001001,23,329,57,97,288,8,582
261420001001,23,326,57,265,215,42,465
261484001001,23,1610,44,113,121,20,525
261548001001,0,547,34,157,165,13,72
261868001001,13,1171,20,330,154,20,495
261932001001,0,834,20,265,176,20,154
261996001001,23,329,57,277,288,14,490
262124001001,23,436,114,265,287,50,413
263212001001,10,32,110,170,315,35,611
263788001001,9,1107,31,221,230,20,79
264620001001,13,582,20,113,286,33,100
264748001001,13,1256,20,117,121,2,105
265260001001,10,1114,34,26,114,20,475
265324001001,18,1548,97,30,218,11,11
265388001001,21,204,84,233,96,15,113
265516001001,21,99,115,42,221,20,166
266220001001,24,827,20,113,118,33,95
257056001001,7,434,42,265,64,50,369
257120001001,7,662,98,229,237,15,651
257568001001,14,625,20,328,144,20,318
257760001001,11,66,84,92,106,20,400
259488001001,15,637,20,12,344,33,516
259680001001,23,1322,28,261,10,45,547
260960001001,23,325,57,277,255,50,255
261920001001,24,886,19,92,94,10,136
262752001001,22,466,34,24,61,20,406
262944001001,14,1203,26,24,103,50,84
264032001001,15,1227,20,142,2,20,265
264352001001,15,955,20,85,247,20,64
264416001001,15,1416,20,12,251,53,363
265056001001,14,1575,20,318,337,20,250
257248001001,25,607,20,263,234,20,323
258144001001,23,1102,34,208,147,20,648
258208001001,23,175,37,310,314,20,213
258464001001,1,1510,20,110,259,50,94
258592001001,1,1438,20,163,151,20,318
258784001001,6,346,20,271,283,20,403
258912001001,1,779,20,199,209,4,305
259104001001,1,643,34,109,114,58,321
260256001001,8,606,20,64,144,20,440
260512001001,10,695,26,328,349,42,84
260832001001,6,466,34,170,13,20,406
262368001001,13,478,34,258,327,20,555
262432001001,13,768,18,300,317,35,279
262496001001,24,1241,20,263,303,20,443
262560001001,13,1083,84,179,90,20,400
262624001001,12,633,20,263,303,20,326
264672001001,0,446,114,169,275,57,375
264928001001,13,384,20,135,141,40,394
264992001001,1,721,20,300,318,20,318
266144001001,4,1554,20,16,108,33,337
266400001001,6,505,20,261,272,16,470
266592001001,10,1554,20,16,108,33,467
266720001001,17,1378,20,176,251,41,164
266784001001,20,705,20,113,178,20,209
257184001001,7,1523,126,212,240,35,186
257312001001,23,325,57,2,288,30,542
257376001001,23,64,126,158,177,35,186
257440001001,12,47,20,210,220,36,330
257504001001,2,1237,34,109,114,20,444
257632001001,23,469,20,239,293,20,265
257696001001,7,263,81,282,293,20,225
257888001001,15,1322,28,326,10,5,485
259936001001,10,1176,42,199,209,8,369
260064001001,23,47,20,119,127,24,409
260128001001,8,47,20,255,127,20,110
260192001001,8,47,115,91,127,33,331
261088001001,22,1080,34,109,114,20,475
261152001001,14,98,114,287,202,50,413
261344001001,23,329,57,265,288,22,227
261472001001,23,771,20,261,272,12,318
261664001001,23,132,11,248,284,16,4
261792001001,13,943,110,84,5,35,192
261856001001,2,1420,20,330,351,20,394
263136001001,23,643,34,313,114,13,143
263264001001,10,1080,34,109,16,20,648
263328001001,0,1080,34,109,114,33,519
263520001001,15,607,20,95,303,20,23
263648001001,6,1322,54,261,272,57,392
263712001001,15,760,20,12,329,20,619
263776001001,11,1545,132,217,227,50,142
263840001001,0,664,81,36,38,48,535
264608001001,4,488,20,36,38,20,250
264800001001,13,1494,28,38,50,20,332
265184001001,23,1290,34,215,114,13,143
265248001001,10,1294,65,185,195,40,576
265376001001,21,639,20,233,96,25,360
265440001001,21,609,115,212,221,0,146
265504001001,5,770,115,212,221,20,211
265568001001,21,1619,115,191,105,53,124
265632001001,21,1455,115,248,202,33,331
266080001001,25,607,20,284,303,33,439
257478001001,20,961,34,212,221,20,200
257542001001,14,1216,34,263,114,13,321
259462001001,15,1322,18,261,70,35,192
259654001001,23,102,26,15,125,5,84
260998001001,23,653,20,292,275,20,99
261894001001,11,348,60,92,214,50,18
262790001001,8,1115,110,24,114,20,285
262854001001,14,347,26,46,221,50,84
262918001001,14,904,34,24,320,40,200
262982001001,8,717,18,265,199,35,624
264006001001,15,183,20,134,140,8,110
264198001001,15,778,20,88,243,20,361
264262001001,15,1190,20,134,139,20,394
264326001001,11,1014,20,64,63,20,615
264390001001,15,488,20,36,38,8,110
266374001001,2,1229,20,263,303,17,432
266438001001,17,1554,38,29,108,33,127
257798001001,20,822,101,113,118,47,572
258054001001,19,254,34,324,345,26,47
258118001001,23,777,42,261,46,50,579
258182001001,23,66,84,92,94,50,400
258566001001,13,1279,34,289,304,28,475
258694001001,13,1396,115,289,304,46,105
258758001001,1,901,20,324,206,20,318
258822001001,13,260,16,143,149,12,220
258886001001,7,441,20,328,349,20,167
258950001001,1,179,57,260,349,50,41
259014001001,11,272,34,289,304,20,475
260486001001,23,1115,34,109,22,13,321
262278001001,13,912,20,285,160,20,503
262342001001,13,1130,34,266,173,20,156
262406001001,6,921,20,245,254,20,64
262470001001,13,480,20,0,21,20,152
262598001001,6,582,20,113,118,20,495
262662001001,13,209,42,92,94,51,398
265030001001,13,1291,81,15,125,21,548
265670001001,25,1080,34,109,120,20,200
265734001001,19,643,34,252,114,13,143
265798001001,7,198,110,109,172,35,253
266118001001,13,1378,20,240,127,20,404
266566001001,6,1378,20,240,127,53,363
258630001001,1,1432,110,212,221,62,603
257350001001,23,446,114,25,275,57,375
257414001001,8,47,115,104,94,9,35
257670001001,18,1355,34,109,209,41,362
257926001001,21,812,44,36,38,20,631
259782001001,20,1351,81,1,0,20,225
260038001001,22,47,20,75,77,20,650
261190001001,5,730,34,24,229,20,475
261382001001,23,325,57,265,288,44,476
261574001001,2,40,18,77,79,20,170
261702001001,10,1238,82,25,24,53,43
261830001001,13,879,110,316,252,35,641
261958001001,10,1009,79,265,275,23,11
262022001001,23,325,57,72,288,50,492
262150001001,23,329,57,277,288,35,582
263110001001,0,263,81,282,293,57,357
263174001001,4,1424,20,301,319,50,94
263238001001,10,1290,34,195,114,13,321
263622001001,10,1522,34,261,272,55,321
263686001001,15,818,20,263,333,24,409
263814001001,20,1242,83,12,9,20,390
263878001001,10,3,18,316,335,53,603
264774001001,13,537,20,113,118,55,131
265414001001,21,770,20,212,278,53,124
265606001001,9,84,7,212,221,50,13
257481001001,14,1172,34,212,284,20,596
257737001001,11,209,37,92,197,20,398
259465001001,15,466,34,197,229,20,406
259657001001,23,1238,82,15,245,50,43
259721001001,2,220,42,279,290,20,87
261001001001,23,1411,114,252,275,20,99
261897001001,24,1432,42,254,94,50,369
262857001001,14,439,58,24,221,12,93
262921001001,14,1290,34,97,114,20,156
263945001001,15,175,54,310,208,31,608
264201001001,15,680,20,147,145,20,512
264265001001,15,395,20,142,148,57,337
266441001001,17,1554,20,16,61,20,205
258249001001,23,64,126,15,125,48,186
258505001001,4,1534,20,212,221,20,373
258569001001,1,1339,20,170,178,20,56
258697001001,4,233,84,92,94,20,113
259081001001,20,1114,34,109,114,20,475
262281001001,13,912,20,285,296,32,95
262409001001,23,1026,20,67,66,20,635
262473001001,13,593,20,99,104,8,176
262601001001,4,536,20,261,272,20,189
263881001001,10,1370,18,286,33,35,198
264713001001,24,178,20,265,275,33,180
265033001001,13,1212,34,217,227,7,344
265737001001,22,678,82,201,210,20,247
265801001001,7,161,44,137,257,20,553
266569001001,17,1554,20,16,346,33,329
259017001001,13,538,47,253,272,20,364
257225001001,7,149,108,48,170,50,54
257289001001,23,329,57,265,303,47,14
258441001001,7,321,16,176,275,50,220
260041001001,8,47,20,287,77,20,440
260105001001,8,360,34,90,91,30,475
260169001001,23,1163,20,21,336,20,40
260297001001,23,688,20,296,314,18,135
261129001001,14,201,34,114,290,33,519
261193001001,14,466,34,24,229,52,406
261449001001,10,1437,44,11,13,4,160
261577001001,10,40,18,279,290,0,170
261705001001,10,805,26,10,175,50,84
261833001001,13,879,110,316,326,35,372
262025001001,23,325,57,33,288,8,476
262153001001,4,329,57,277,288,8,266
263177001001,4,469,20,283,294,20,265
263241001001,10,773,34,109,332,13,321
263305001001,18,773,34,109,132,13,321
