PanjivaRecordID,Carrier,ConsigneePanjivaID,GoodsShipped,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
123063,23,905,20,74,74,33,237
123447,1,1164,20,110,115,50,94
123575,1,1273,20,318,337,20,163
124407,23,444,20,261,272,20,40
124471,10,1573,26,116,120,50,232
124599,22,484,20,263,303,20,189
124663,10,539,26,170,178,50,84
124791,18,1339,20,170,178,20,56
125111,6,245,34,192,277,13,321
125815,13,1384,34,154,160,20,475
125879,13,109,20,74,74,20,64
125943,13,1557,26,233,96,50,84
126007,13,199,20,309,327,20,484
126071,13,1107,28,49,50,48,20
126135,13,1320,47,45,258,20,364
126199,13,790,20,113,118,20,148
126263,13,78,42,191,202,20,524
126583,13,1528,20,131,137,53,533
126711,13,546,20,296,314,20,152
117700,23,412,57,265,288,8,309
117956,23,1016,20,51,176,20,40
118084,23,329,57,277,288,11,481
118148,16,1149,20,265,275,20,353
118852,8,47,115,104,77,33,331
118916,23,883,110,92,94,20,577
118980,8,47,20,240,127,20,110
119492,23,467,20,113,233,20,318
119556,10,941,31,113,118,20,79
119620,10,539,26,219,229,50,84
119684,18,1339,20,178,178,20,56
119876,15,672,28,26,25,20,350
120004,15,109,20,74,74,20,110
120068,15,24,44,24,23,20,631
120132,15,1435,20,263,303,53,108
120196,15,1496,20,190,200,20,106
120260,16,1527,20,12,9,20,427
121220,17,1378,20,240,127,20,205
121412,23,1236,34,157,165,20,475
121604,23,1353,34,261,335,13,72
122052,15,49,34,219,229,2,244
122116,15,1435,20,263,303,20,429
122436,23,243,34,165,173,20,475
122500,16,1238,82,259,24,50,43
123012,22,1492,20,99,104,33,439
123204,0,23,57,265,288,30,88
123268,0,669,20,265,199,20,154
124036,10,1366,26,113,118,50,84
124100,10,40,18,258,269,20,170
124228,8,47,20,75,77,20,564
124292,23,466,34,169,177,20,406
124868,18,313,81,29,28,48,371
124932,18,125,26,328,349,50,232
124996,18,375,34,109,114,13,143
125188,15,1623,28,233,96,20,350
125252,15,1408,20,74,74,33,237
125316,15,1003,20,282,293,20,484
125380,15,885,20,74,74,20,318
125444,10,1323,22,48,49,20,254
125508,15,666,20,236,246,20,323
125572,15,503,28,12,9,20,646
125636,16,1276,29,261,10,13,185
125700,15,765,20,123,129,20,76
126788,21,257,61,243,256,20,98
127172,2,529,20,263,303,20,459
127300,17,1378,20,240,127,20,291
127364,17,1378,20,240,127,33,329
127428,17,1378,20,240,127,33,467
117764,3,1392,20,74,74,16,424
117828,9,592,46,216,226,20,557
118276,15,555,18,194,204,20,32
118340,15,1499,44,12,9,20,631
119300,8,635,20,245,254,20,291
120836,20,621,44,80,82,20,114
120964,11,1523,42,92,94,20,286
123780,13,624,20,135,141,33,314
123844,13,449,20,330,351,20,635
125764,11,1395,50,48,49,50,195
126340,14,93,20,24,342,20,56
126404,14,1017,20,24,177,33,95
126468,14,564,34,24,290,2,244
126532,14,72,116,24,96,20,115
127044,20,139,20,113,118,20,209
127620,14,524,115,24,177,20,35
118468,1,215,84,213,222,20,400
118532,1,66,84,191,202,20,166
118660,1,209,34,191,202,20,97
119172,18,1266,20,282,293,20,40
119364,23,897,105,278,289,50,61
120452,13,747,115,5,5,20,166
120324,3,1257,34,109,114,13,143
120388,7,1257,34,137,114,20,406
120644,13,655,20,305,323,20,265
120708,13,1181,20,144,150,20,152
120772,13,753,20,263,303,20,433
121348,17,1554,20,16,108,53,620
122180,23,329,57,277,288,8,464
122244,1,643,34,109,114,13,321
122308,1,779,20,213,209,39,305
122692,0,460,18,42,44,20,524
122820,25,1360,81,324,345,48,371
122948,9,415,47,45,258,20,651
123076,23,712,34,61,61,13,72
123140,23,1366,26,113,118,50,84
123460,1,1438,20,110,115,20,318
123524,1,1438,20,145,151,20,318
123652,1,108,34,213,222,13,67
123716,22,1278,20,263,303,20,163
124420,23,7,44,259,270,20,251
124484,10,1483,20,113,118,20,318
124548,10,55,37,212,221,20,213
124612,12,133,26,222,232,50,441
124740,10,1106,81,250,259,20,55
125828,13,1327,34,309,327,33,519
125892,13,93,20,150,156,20,56
125956,13,250,2,104,261,20,416
126084,13,895,20,261,272,53,533
126212,13,1305,20,261,272,50,377
126276,13,1210,44,24,23,20,543
126596,13,554,34,10,11,13,321
126660,13,1180,34,102,106,20,200
126724,13,724,20,245,254,20,607
127556,17,1554,20,16,108,20,414
117612,23,646,20,274,219,20,615
117740,16,1149,20,265,275,20,353
117996,23,329,57,265,288,50,494
118764,20,822,114,113,118,57,572
118828,8,47,115,240,340,33,331
118892,23,439,58,15,125,20,93
118956,8,47,20,240,127,1,395
119020,23,545,20,227,293,24,409
119532,10,539,26,219,229,50,84
119596,12,292,66,301,319,20,524
119660,10,553,82,202,211,20,350
119724,18,363,34,178,178,20,53
119852,15,1623,28,233,96,20,350
119916,15,1003,20,74,74,20,250
119980,15,704,20,220,231,20,512
120044,15,1372,20,103,107,20,514
120172,15,1416,20,12,9,20,404
120236,16,859,42,261,272,13,634
120876,13,539,26,213,222,20,30
120940,13,790,20,113,118,20,414
121260,17,1378,20,98,103,33,467
121388,8,47,20,240,127,20,250
121452,23,440,82,214,210,20,633
121580,10,466,34,15,125,20,406
121644,10,470,21,12,9,33,598
121772,10,263,81,282,293,20,225
121836,10,1115,34,109,114,13,321
122028,15,515,20,190,200,20,607
122092,15,1436,20,12,9,53,124
122412,23,1322,18,261,272,35,192
122988,22,630,20,263,303,20,229
123244,0,598,57,265,288,50,335
123308,16,1404,114,265,275,20,426
123948,2,715,20,263,303,20,105
124140,10,1310,42,42,44,50,369
124204,8,47,20,75,77,36,330
124332,23,712,34,169,177,13,72
124396,8,47,20,104,77,20,564
124844,18,1115,34,109,114,13,321
124908,18,346,20,178,178,20,403
125164,15,73,28,233,96,20,261
125228,15,509,20,64,63,20,318
125292,15,1018,45,181,191,20,149
125356,15,492,20,21,21,20,615
125548,15,906,20,36,38,53,124
125676,16,1366,26,36,38,50,84
126764,21,209,110,191,202,25,324
127276,17,1378,20,98,103,33,329
127340,17,1554,20,16,108,33,314
127468,22,526,20,190,200,20,353
117804,7,1288,34,109,114,20,406
118252,15,1436,115,12,9,53,124
118316,15,1212,34,212,221,20,216
119276,8,635,20,245,254,20,650
123756,13,447,20,156,163,20,189
123820,13,1528,20,131,137,33,239
126316,14,1086,20,24,221,53,124
126380,14,1115,34,24,114,20,475
126508,14,48,126,24,221,52,308
127084,17,1554,20,16,108,33,314
127660,14,616,34,24,227,13,143
118444,1,215,84,271,283,20,400
118508,1,1288,110,109,114,35,253
118572,1,110,83,213,222,20,5
118636,1,103,115,213,222,53,124
119148,14,1114,34,179,114,20,475
119212,10,1164,20,328,319,50,94
120364,25,109,20,74,74,20,35
120428,9,885,20,324,345,20,318
120492,13,1271,20,40,42,20,189
120556,13,495,20,190,200,1,395
120684,13,539,26,213,222,50,84
120812,13,1546,126,315,333,35,44
122156,16,1098,20,48,74,20,394
122220,16,1520,20,265,275,20,484
122348,1,228,34,213,222,21,391
122796,25,545,20,282,293,20,437
122860,3,1114,34,109,114,13,321
123052,23,1559,34,33,33,13,72
123116,23,884,126,51,52,50,51
123436,1,1595,115,191,202,20,272
123500,1,1115,34,109,114,20,406
123564,1,1115,34,109,114,20,555
123628,1,1455,115,213,222,33,331
123692,9,104,34,212,221,20,200
124524,10,548,18,316,335,35,68
124588,22,1278,20,263,303,20,163
124652,14,1114,34,109,114,20,475
124716,10,1288,34,109,114,13,321
124780,18,346,20,170,178,20,403
125868,13,724,20,245,254,20,607
125932,13,453,15,55,56,50,243
125996,13,1107,28,49,50,48,449
126060,13,1493,21,306,325,13,643
126124,13,488,20,36,38,20,250
126188,13,488,20,36,38,20,110
126252,13,484,20,263,303,20,176
126572,13,1271,20,40,42,20,189
126636,13,502,20,190,200,20,250
126700,13,1247,20,135,141,20,265
126956,20,525,101,79,83,57,572
127532,17,1378,20,176,185,33,467
117694,23,412,57,265,288,8,476
117758,23,1144,20,274,285,20,154
117950,23,884,0,51,52,35,83
118078,23,837,44,265,275,20,251
118782,20,1414,44,79,83,20,114
118846,8,359,29,105,110,20,7
118910,23,783,20,21,21,16,470
118974,8,47,20,240,127,20,148
119102,10,180,44,179,188,20,160
119486,23,884,18,51,52,20,32
119550,10,586,42,157,165,49,162
119614,10,1563,82,282,293,20,605
119678,18,292,66,284,295,34,385
119870,15,559,126,315,333,35,186
119934,15,73,28,233,96,18,489
119998,15,1393,20,190,200,20,607
120062,15,1014,20,64,63,39,305
120126,15,1436,20,12,9,53,124
120190,15,1625,0,212,221,35,83
120254,16,566,31,300,318,20,214
120894,13,604,20,263,303,20,318
120958,13,1101,28,12,9,48,449
121214,17,1378,20,240,127,33,516
121278,17,1611,44,47,48,33,127
121534,10,1326,34,157,165,2,362
121598,23,414,20,261,272,20,176
121662,10,180,44,179,188,20,160
121790,10,1084,18,47,48,20,32
121854,10,643,34,109,114,13,321
121918,10,679,81,324,345,13,548
121982,15,1517,20,290,305,20,615
122046,15,466,34,169,177,20,406
122110,15,1618,28,113,118,5,485
122494,23,993,34,92,94,20,444
123006,22,818,20,263,303,20,326
123198,0,23,57,265,288,8,158
123966,2,607,20,263,303,20,443
124030,10,801,20,117,121,33,237
124094,10,558,21,95,99,33,598
124158,10,1260,126,55,56,35,186
124222,8,47,115,75,77,33,331
124286,23,241,42,169,177,50,369
124926,18,1586,82,282,293,20,605
124990,14,1115,34,179,114,20,475
125246,15,1372,20,151,157,20,514
125374,15,430,20,282,293,20,265
125502,15,812,44,36,38,20,631
125566,15,622,20,298,316,20,361
125630,15,1528,20,190,200,53,533
125694,16,823,56,261,262,50,592
126782,21,164,87,179,188,20,6
126846,21,862,34,212,221,35,319
127166,2,493,20,263,303,20,443
127294,17,1554,20,16,108,20,414
127358,17,1378,20,240,127,20,414
127422,17,1378,20,240,127,20,414
117822,9,1173,44,216,226,20,486
118270,15,906,20,36,38,53,124
118334,15,1230,20,190,200,33,60
119294,8,635,20,245,254,20,484
120830,20,621,44,80,82,20,114
121022,24,76,42,92,94,1,193
122558,16,75,81,41,60,20,225
123774,13,206,20,165,173,39,248
123838,13,172,20,298,316,20,484
126334,14,962,34,24,290,33,179
126526,14,642,20,24,181,20,318
127102,17,1554,20,16,108,20,414
127614,14,862,34,24,82,35,319
118206,13,538,47,261,272,20,364
118462,1,410,115,213,222,20,211
118526,1,848,20,110,115,20,380
118590,1,271,20,145,151,20,167
118654,1,1473,110,213,222,52,431
119166,14,1115,34,179,114,20,475
119230,10,1084,18,47,48,20,32
119358,5,354,44,11,13,20,160
120318,3,885,20,324,345,20,318
120382,7,885,20,282,293,20,318
120446,13,495,20,190,200,20,64
120510,13,1107,28,49,50,48,449
120638,13,640,20,305,323,20,250
120702,13,1434,15,24,23,20,33
120766,13,1316,20,263,303,20,265
121342,17,1554,20,16,108,33,329
122174,23,329,57,277,288,30,169
122238,1,707,0,24,23,50,157
122302,1,450,83,191,202,50,384
122366,1,1164,20,301,319,50,94
122814,25,990,34,109,114,20,524
122878,3,1257,34,109,114,20,475
123070,23,490,28,102,106,20,81
123454,1,1279,34,213,222,33,499
123518,1,643,34,109,114,33,519
123582,1,1534,20,213,222,39,305
123710,22,510,20,263,303,20,229
124414,23,1330,20,116,120,20,514
124478,10,843,81,144,150,13,548
124542,10,1328,11,55,56,11,201
124606,22,1492,20,99,104,33,439
124670,10,286,34,109,114,13,143
124798,18,1428,34,170,178,20,475
125054,6,466,34,308,334,20,406
125118,6,98,114,192,277,57,413
125822,13,481,34,154,160,13,72
125886,13,203,28,233,96,13,428
125950,13,351,26,213,222,50,84
126014,13,1107,28,49,50,48,367
126078,13,1305,20,261,272,50,377
126142,13,1320,98,45,258,20,364
126206,13,892,20,113,118,33,100
126270,13,117,42,71,281,20,286
126590,13,1452,20,147,153,20,56
126654,13,873,34,5,5,13,72
126718,13,243,34,165,173,20,555
127550,17,1378,20,176,185,20,373
117708,23,412,57,265,288,59,490
117900,9,681,98,250,259,20,651
118092,23,329,57,277,288,30,169
118796,23,439,58,219,229,20,93
118860,23,7,44,259,270,20,251
118988,23,43,44,169,177,20,251
119052,10,864,26,244,253,50,232
119564,10,701,26,167,176,50,232
119628,10,542,82,202,211,53,320
119692,18,368,20,250,259,20,40
119948,15,73,28,233,96,20,613
120012,15,492,20,21,21,20,615
120204,15,1230,20,190,200,33,439
120908,13,818,20,263,303,20,343
121228,17,1378,20,240,127,20,414
121420,23,363,34,212,221,20,53
121548,10,805,26,167,176,50,84
121676,10,544,0,311,329,35,83
121740,18,343,21,328,349,46,223
121996,16,706,42,261,272,20,145
122444,23,1487,20,212,221,53,124
123148,0,897,105,278,289,50,61
123276,0,853,114,265,199,20,514
123916,7,321,16,274,285,50,220
123980,2,715,20,263,303,20,105
124044,10,1483,20,113,118,20,318
124108,10,1398,26,212,221,50,232
124236,8,47,20,210,220,36,330
124876,18,643,34,109,114,33,519
124940,18,74,20,178,178,20,56
125004,18,1396,20,170,178,20,318
125196,15,1003,20,74,74,24,409
125260,15,1169,20,74,74,20,64
125324,15,1003,20,74,74,20,250
125388,15,857,20,235,243,20,361
125516,15,1368,18,194,204,35,192
125580,15,831,20,263,303,53,533
126796,21,770,20,212,221,53,124
127372,17,1554,20,16,108,20,414
127436,17,1378,20,240,127,33,164
117772,3,990,34,109,114,13,321
117836,19,802,82,202,211,20,241
118348,16,941,31,113,118,20,79
119308,8,635,20,245,254,20,503
120844,20,621,44,80,82,20,114
121036,9,1606,34,259,221,13,143
123788,13,624,20,135,141,33,100
123852,13,1171,20,330,351,20,495
125708,11,103,115,92,94,20,166
126284,14,209,110,24,177,25,324
126348,14,93,20,24,181,20,56
126412,14,1476,57,24,221,30,469
126476,14,74,20,24,178,20,56
126540,14,1428,34,24,177,20,475
126988,7,1144,114,265,275,57,572
127628,14,1409,84,24,202,20,111
118220,13,236,82,24,23,50,31
118476,1,66,84,191,202,20,151
118540,1,1438,20,145,151,20,318
118604,1,1560,115,213,222,20,166
118668,1,1015,20,145,151,50,377
119116,23,440,82,202,211,20,633
119180,18,1396,20,178,178,20,318
119244,10,1224,42,312,330,13,643
119372,23,754,42,42,44,50,91
120268,19,1392,20,74,74,16,424
120332,3,1106,66,96,101,20,204
120396,7,430,20,283,294,20,265
120460,13,518,20,285,296,20,265
120588,13,624,20,135,141,53,620
120652,13,1325,21,218,228,46,223
120716,13,906,20,36,38,53,124
120780,13,818,20,263,303,20,163
121356,17,1554,60,16,108,33,127
122188,23,329,57,277,288,30,482
122252,1,773,110,109,114,20,257
122316,1,32,34,213,222,20,206
122700,0,350,0,265,275,50,157
122892,19,375,34,109,114,20,524
122956,9,541,47,214,224,20,651
123020,23,496,105,70,71,50,61
123084,23,228,34,212,221,21,391
123468,1,1519,115,213,222,20,35
123532,1,643,34,109,114,33,519
123724,22,818,20,263,303,20,495
124620,12,1294,56,281,292,20,521
124684,10,1084,18,47,48,20,32
124748,10,1124,82,76,78,15,325
124812,18,988,26,301,319,50,84
125452,20,525,114,79,83,57,572
125772,13,678,82,202,211,20,247
125836,13,688,20,296,314,20,152
126028,13,488,20,36,38,20,250
126092,13,1316,20,263,303,20,265
126220,13,895,20,261,272,53,533
126604,13,655,20,305,323,20,152
126668,13,926,20,190,200,20,484
126732,20,525,114,79,83,57,572
127564,17,1554,20,16,108,33,329
117608,23,834,20,265,275,20,154
117672,23,325,57,265,288,11,481
117736,16,19,20,274,285,20,353
117992,23,329,57,265,288,8,464
118056,16,1149,114,265,275,20,353
118120,23,834,20,265,275,20,250
118760,20,525,101,79,83,57,572
118824,8,47,20,240,127,33,575
118888,23,46,28,212,221,20,370
118952,8,47,20,240,127,20,110
119080,10,1284,20,261,272,20,40
119272,23,265,44,48,49,20,251
119464,23,1489,20,113,118,53,108
119592,12,988,26,301,319,50,84
119656,10,1623,28,219,229,20,350
119720,18,300,28,145,151,13,185
119912,15,492,20,320,339,20,615
119976,15,1238,82,15,125,50,531
120040,15,366,20,74,74,20,64
120168,15,562,18,157,165,35,141
120232,16,1322,42,261,272,20,66
120936,13,753,20,263,303,33,439
121192,20,1319,20,113,118,33,237
121256,17,1378,20,98,103,33,329
121384,8,47,20,240,127,33,358
121448,23,440,82,288,211,20,633
121768,18,272,34,178,178,2,244
121832,10,1288,34,109,114,20,47
121896,12,1114,34,109,114,13,321
122024,15,809,20,190,200,20,443
122088,15,484,20,263,303,20,323
122408,23,821,20,113,142,20,77
122472,23,150,28,315,333,13,428
122984,22,484,20,263,303,20,361
123240,0,598,57,265,288,50,73
123304,16,1520,20,265,275,20,484
123944,2,715,20,263,303,20,323
124072,10,1307,21,261,272,33,598
124136,10,897,41,278,289,50,61
124200,8,47,20,75,77,36,330
124264,8,47,20,240,127,33,467
124392,8,47,115,104,77,33,331
124840,18,1391,100,324,345,6,460
124904,18,1294,28,328,349,20,261
124968,12,1298,34,45,258,20,406
125224,15,765,20,123,129,20,76
125416,10,318,82,48,49,50,31
125544,15,567,114,287,298,57,572
125608,15,590,20,263,303,53,533
125672,16,1366,26,36,38,50,84
126760,21,220,42,191,202,20,87
127272,17,1378,20,98,103,20,414
127336,17,1554,20,16,108,33,100
127400,17,1378,20,240,127,33,239
127464,22,526,20,190,200,60,235
117800,7,866,20,282,293,20,426
118248,15,438,20,116,120,20,250
118312,15,788,20,220,231,20,205
118376,16,1101,18,12,9,35,198
121000,24,886,19,92,94,11,136
123752,13,502,20,190,200,20,250
126312,14,93,20,24,181,20,56
126376,14,410,115,24,221,20,390
126440,14,351,26,24,221,50,84
127080,17,1554,20,16,108,20,326
127656,14,258,61,24,221,20,87
118440,1,1465,42,213,222,20,98
118504,1,1244,83,191,202,57,85
118632,1,1403,42,213,222,20,98
119208,10,442,21,244,253,33,598
120296,3,643,34,109,114,20,475
120360,25,678,82,201,210,20,247
120424,9,543,98,250,259,20,651
120488,13,199,20,309,327,33,237
120552,13,1309,20,285,296,20,514
120680,13,1417,81,250,259,48,256
120744,13,147,126,71,281,35,177
120808,13,993,34,191,202,20,444
121320,17,1554,20,16,108,33,164
122152,16,651,20,265,275,20,343
122280,1,346,20,169,177,20,403
122792,25,641,82,202,211,20,318
122856,3,413,20,282,293,20,426
122920,7,1106,100,250,259,6,460
123048,23,1326,34,157,165,13,72
123112,23,150,28,315,333,20,547
123496,1,1473,110,213,222,52,431
123560,1,1164,20,110,115,50,94
123624,1,576,115,191,202,20,272
123688,9,1273,20,318,337,20,163
124520,10,548,110,316,335,35,68
124584,22,194,20,263,303,20,229
124712,10,252,34,170,178,20,648
124776,18,272,34,170,178,20,156
125480,20,1103,20,79,83,20,361
125800,13,1327,34,309,327,20,156
125864,13,615,20,245,254,20,615
125928,13,1007,46,59,60,20,364
125992,13,1530,98,216,226,20,364
126056,13,438,20,116,120,33,575
126120,13,488,20,36,38,20,250
126184,13,1111,31,99,104,20,79
126568,13,1389,20,245,254,20,514
126632,13,1469,34,163,170,13,321
126696,13,1486,20,264,273,50,377
127528,17,1378,115,176,185,33,109
117722,16,178,20,265,275,20,119
117978,23,325,57,265,288,50,255
118106,23,23,57,277,288,50,41
118170,16,1149,20,265,275,20,353
118874,23,1446,34,310,328,20,47
119002,23,1618,18,113,118,35,192
119066,10,1366,26,113,118,50,84
119450,23,842,20,113,233,20,615
119514,10,930,77,212,221,11,599
119578,10,696,26,113,118,50,232
119642,10,1275,82,214,224,20,24
119834,15,73,28,233,96,20,261
119898,15,926,20,190,200,20,512
120026,15,1014,20,103,107,20,615
120090,16,223,105,35,37,50,61
120218,16,743,28,9,10,4,351
120858,13,1523,42,213,222,20,398
120922,13,1181,20,144,150,20,152
121178,20,290,20,113,118,33,237
121242,17,1378,20,240,127,20,373
121690,23,318,82,48,49,50,31
121754,18,363,34,178,178,20,200
121882,10,1288,34,109,114,20,47
121946,16,1488,34,261,33,33,499
122074,15,1447,20,12,9,39,305
122458,23,862,110,25,24,35,586
123162,0,775,42,42,44,50,369
123226,0,178,57,265,288,50,73
123994,23,906,20,113,118,53,124
124058,10,1326,34,157,165,2,362
124122,10,180,44,179,188,20,160
124250,8,47,20,240,127,20,250
124378,8,47,20,240,127,20,110
124826,18,1279,34,170,178,20,200
124890,18,179,57,301,225,50,640
124954,12,271,20,301,319,20,167
125018,18,263,81,282,293,58,334
125274,15,464,20,74,74,20,419
125338,15,709,20,43,36,20,176
125594,15,776,20,261,272,20,105
125658,16,685,34,261,165,20,156
126810,21,1096,115,212,221,53,124
127258,17,1554,20,16,108,20,414
127322,17,1378,20,240,127,20,414
127386,17,1378,20,98,103,33,329
127450,17,1378,20,240,127,53,620
117786,25,286,34,109,114,20,524
118298,15,1285,20,113,118,20,615
118362,16,1488,34,33,33,13,67
120986,11,220,42,92,94,20,87
121114,7,147,42,71,281,20,87
123738,13,985,20,197,207,20,353
125722,11,516,83,92,94,50,384
126298,14,609,115,24,221,20,146
126362,14,1402,115,24,221,20,390
126426,14,642,20,24,181,20,318
126490,14,1476,57,24,221,8,158
126554,14,1480,115,24,202,20,146
127002,7,27,126,149,155,50,51
117850,6,215,84,192,277,20,166
118234,13,1210,44,24,23,20,543
118490,1,4,34,213,222,2,244
118554,1,71,34,191,202,53,517
118618,1,1438,20,301,319,20,318
118682,1,1396,20,271,283,20,318
119194,18,1482,20,301,151,33,239
119258,10,1003,20,282,293,33,237
119386,23,837,44,265,275,20,251
120282,19,681,98,216,226,20,651
120410,7,1115,34,109,114,20,524
120474,13,926,20,190,200,20,561
120538,13,1210,44,24,23,20,543
120602,13,429,20,190,200,20,281
120666,13,1171,20,330,351,20,495
120730,13,906,20,113,118,53,124
120794,13,211,84,233,96,20,111
121306,17,1554,20,16,108,33,314
122138,16,1149,20,265,275,20,353
122266,1,1257,34,109,114,19,359
122330,1,1560,115,213,222,20,197
122714,0,837,44,265,275,20,251
122842,25,286,34,109,114,13,143
122970,19,380,82,60,182,20,539
123034,23,1565,115,261,272,20,146
123098,23,608,26,212,221,50,84
123546,1,667,44,24,23,20,559
123610,1,201,34,279,20,33,499
123674,1,1577,34,213,222,20,200
124506,10,385,28,9,10,57,550
124634,14,901,20,324,345,20,326
124698,10,1003,20,282,293,33,237
124762,18,109,20,74,74,20,40
125082,6,466,34,170,178,20,406
125466,20,1319,20,113,118,33,237
125914,13,1147,20,54,55,60,235
125978,13,712,34,15,125,21,249
126042,13,1192,34,136,142,13,143
126106,13,818,20,263,303,20,343
126170,13,650,31,99,104,20,79
126234,13,753,20,263,303,33,439
126618,13,449,20,330,351,20,635
126746,20,290,20,113,118,33,237
126938,20,176,57,79,272,50,640
127578,22,526,20,190,200,60,235
117606,23,646,114,265,44,20,49
117734,16,1149,20,265,275,20,353
117926,23,1322,18,51,272,35,192
117990,23,329,57,265,288,50,625
118054,16,1149,20,265,275,20,353
118182,23,837,44,274,285,20,251
118758,20,525,114,79,83,57,572
118822,8,47,20,240,77,36,330
118886,23,347,26,212,221,50,84
118950,8,47,20,240,127,20,404
119014,23,430,20,120,74,20,250
119270,10,1375,82,48,49,30,312
119462,23,906,20,113,118,53,124
119526,10,1612,21,212,221,13,643
119590,12,988,26,301,319,50,84
119654,10,1586,128,282,293,20,605
119718,18,988,26,301,319,50,84
119910,15,492,20,21,21,20,615
119974,15,1238,82,15,125,50,531
120038,15,559,126,315,333,35,186
120166,15,1498,28,12,9,48,639
120230,16,1322,21,261,272,13,643
120934,13,753,20,263,303,20,404
121254,17,1378,20,98,103,20,414
121382,8,47,20,240,127,33,467
121446,23,854,82,288,211,20,605
121510,10,876,26,12,9,50,232
121574,10,1126,21,115,119,13,643
121702,10,1323,130,48,49,20,118
121766,18,1095,34,178,178,2,362
121830,10,1355,34,109,114,2,362
121894,12,1105,21,188,198,13,643
122022,15,862,110,25,24,35,586
122086,15,1435,20,263,303,20,561
122406,23,1366,26,113,118,50,84
123174,0,325,57,265,288,50,492
123302,16,457,20,265,199,20,353
124070,10,1322,21,261,272,33,598
124134,10,1337,34,310,328,13,143
124262,8,47,20,240,127,20,110
124390,8,47,20,240,127,20,650
124966,12,1114,34,109,114,20,406
125158,15,867,42,210,220,56,336
125350,15,559,126,315,333,35,186
125414,10,160,15,48,49,50,405
125542,15,906,20,36,38,53,124
125606,15,1435,20,263,303,53,533
125670,16,1370,18,261,33,20,32
126758,21,220,42,191,202,20,87
127270,17,1378,20,176,185,33,329
127398,17,1378,20,240,127,20,414
127462,22,526,20,190,200,33,239
117798,7,885,20,282,293,20,318
118246,15,1215,82,202,211,20,241
123750,13,502,20,190,200,20,250
123814,13,473,20,8,8,20,635
126310,14,1480,115,24,221,20,258
126374,14,1115,34,24,114,20,475
126438,14,93,20,24,181,20,56
127078,17,1554,20,16,108,33,100
118502,1,215,84,213,222,20,400
