PanjivaRecordID,ConsigneePanjivaID,HSCode,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
8873343,506,101,543,2,19
8873599,1146,494,542,3,113
8873791,575,53,482,6,214
8873855,383,494,221,6,40
8873919,634,69,482,6,19
8874047,912,446,542,3,687
8874175,1479,216,357,2,908
8874239,1255,242,395,2,824
8874303,317,216,357,2,854
8874431,1177,245,298,2,981
8874495,313,236,357,8,344
8874687,206,223,554,2,619
8874751,97,216,357,2,522
8874815,345,216,637,8,899
8874879,1473,216,357,2,287
8875007,1381,216,418,2,471
8875071,1551,216,363,8,873
8875135,1750,216,188,8,80
8875199,363,216,357,2,455
8875263,220,216,357,2,948
8875391,1018,216,357,8,73
8875455,1150,216,84,2,400
8875519,230,159,55,2,6
8875583,1432,216,357,8,516
8875647,1479,216,357,2,810
8875711,312,216,357,2,810
8875775,1096,407,357,5,332
8875839,1601,242,568,8,964
8875903,211,281,447,5,25
8888639,1475,216,357,2,991
8875967,188,141,371,5,17
8876031,276,230,160,8,689
8876095,1500,240,482,4,371
8876159,935,216,328,2,502
8876287,1633,240,328,2,848
8876479,566,216,328,2,191
8876543,595,225,482,6,620
8876607,1465,225,482,6,107
8876671,1735,229,482,6,620
8876799,89,248,35,8,986
8877055,520,106,482,6,158
8877119,878,100,19,3,19
8877247,878,101,19,3,19
8877311,133,79,532,2,47
8877375,845,79,281,2,47
8877503,1698,22,328,5,956
8877631,634,106,482,6,19
8877759,634,70,482,6,19
8877951,612,24,482,6,41
8878015,634,102,482,6,19
8878079,634,101,482,6,19
8878143,215,445,413,3,497
8878271,634,101,482,6,19
8878335,1057,494,482,6,113
8878399,234,335,357,0,492
8878463,25,24,357,3,31
8878527,634,102,482,6,19
8878655,834,116,221,3,584
8878719,641,205,482,6,229
8878975,520,101,482,6,158
8879039,621,115,482,6,587
8879167,499,77,482,2,415
8879231,599,99,221,6,59
8879359,990,301,482,2,927
8879423,520,102,482,6,158
8879487,1204,435,482,6,525
8879551,1108,205,482,6,238
8879615,1553,115,221,6,452
8879679,972,79,482,6,213
8879743,383,105,221,6,40
8879807,1049,319,482,6,170
8879935,634,101,482,6,19
8879999,439,45,482,6,603
8880063,301,216,357,8,515
8880127,1323,216,357,8,967
8880255,1639,216,357,8,61
8880383,298,216,314,2,874
8880767,719,216,357,8,885
8880895,337,216,357,8,885
8880447,1699,248,30,8,986
8880511,299,216,357,8,700
8880575,308,222,349,2,519
8880639,1473,216,357,2,3
8880959,303,216,293,2,496
8881023,1670,248,357,2,141
8881151,1479,216,357,2,342
8881215,1052,216,357,8,925
8881343,212,216,163,2,755
8881407,968,216,160,8,399
8881471,310,159,30,2,644
8881599,323,216,357,8,516
8881663,201,216,190,2,749
8881791,55,216,564,8,349
8881855,306,216,357,8,253
8881919,303,216,357,2,496
8882047,1792,216,357,2,274
8882111,338,248,105,2,880
8882239,308,225,349,2,519
8882303,258,223,554,2,619
8882367,35,216,357,8,925
8882495,348,216,357,8,73
8882559,336,216,632,8,801
8882623,174,216,160,2,201
8882687,1479,216,357,2,273
8882751,312,216,357,2,477
8882815,1454,233,357,8,748
8882879,195,161,183,5,110
8882943,192,230,619,4,138
8883007,248,227,357,8,486
8883135,872,216,357,8,80
8883199,208,110,314,5,211
8883263,878,101,19,3,19
8883391,1351,340,605,11,231
8883455,301,218,357,8,299
8883711,820,300,357,8,297
8883775,878,101,21,2,19
8883903,830,445,412,5,552
8883967,878,115,21,2,19
8884031,247,445,395,5,482
8884159,322,138,152,0,136
8884223,357,335,357,0,492
8884287,878,101,21,2,19
8884351,1479,218,357,8,461
8884415,234,335,357,0,492
8884479,266,445,406,5,578
8884607,215,445,100,3,497
8884671,215,445,100,3,497
8884735,234,335,357,0,492
8884799,247,445,395,5,189
8884927,176,445,401,5,189
8884991,1126,331,247,5,28
8885119,245,24,357,3,41
8885183,255,83,357,8,843
8885247,1754,435,349,5,705
8885311,1754,339,349,5,705
8885375,28,352,30,5,419
8885759,319,218,102,8,900
8885887,450,15,482,6,224
8885951,660,21,482,6,44
8886015,1552,202,482,6,250
8886079,878,100,21,2,19
8886143,878,101,21,2,19
8886207,878,101,21,2,19
8886271,878,102,21,2,19
8886335,1454,231,357,8,748
8886463,847,439,506,5,190
8886527,253,223,227,5,138
8886783,1381,216,417,2,303
8886847,1264,242,207,8,606
8886911,1190,141,371,5,17
8886975,1473,216,357,8,659
8887103,339,216,298,2,437
8887167,317,216,357,2,85
8887231,1454,225,357,8,748
8887295,37,227,357,8,652
8887487,1551,216,357,2,946
8887551,81,216,357,2,749
8887615,161,216,357,2,857
8887679,263,216,357,2,227
8887743,1621,216,393,8,448
8887871,1404,216,357,8,935
8887999,169,216,357,2,466
8888063,1479,216,357,2,324
8888191,1389,216,357,2,455
8888383,347,216,154,8,124
8890111,1233,341,605,11,231
8890303,1233,341,605,11,231
8890431,1358,341,657,11,538
8890495,794,351,365,5,291
8890559,1544,89,133,5,24
8890623,1640,16,590,5,543
8890687,1626,174,590,5,970
8890815,448,445,649,3,497
8890879,448,445,384,3,497
8890943,1179,79,635,2,930
8891007,448,445,649,3,497
8891071,571,16,474,5,41
8891135,877,101,218,2,19
8891327,869,32,395,5,997
8891391,282,174,357,2,398
8891455,365,218,357,2,455
8891839,354,218,569,8,124
8891903,246,123,103,5,103
8891967,317,218,357,8,461
8892031,1021,445,412,3,675
8892095,1823,91,205,5,792
8892223,266,445,406,3,149
8892415,875,218,357,8,461
8892479,340,218,357,2,766
8892543,1612,476,590,5,81
8893951,18,258,357,5,49
8892607,91,439,528,5,912
8894015,203,239,97,5,80
8894079,211,281,447,5,25
8894143,211,281,447,5,25
8893055,1063,374,624,5,550
8892735,1419,229,218,8,773
8894271,263,216,357,2,227
8892799,1622,82,241,2,645
8893119,1436,321,218,5,117
8893183,1039,223,501,8,626
8894463,1699,227,30,8,986
8893311,1286,410,357,2,188
8893439,1481,216,273,2,469
8893567,1766,225,112,4,371
8893695,56,216,600,2,255
8893759,580,216,425,2,357
8893823,216,216,57,2,60
8893887,1479,216,357,2,201
8894527,1670,248,357,2,141
8894591,74,216,357,2,437
8894719,363,216,357,2,455
8894783,1069,216,161,8,971
8894975,193,424,177,2,610
8895039,1708,242,128,2,848
8895103,337,216,357,8,77
8895167,230,159,55,2,449
8895295,195,161,155,5,110
8895359,298,216,357,8,253
8895423,1322,216,357,8,664
8895999,489,101,135,2,19
8896063,1690,136,355,5,970
8896127,1762,136,215,5,970
8895615,489,101,135,2,19
8895679,489,101,135,2,19
8896319,1399,101,136,2,19
8895743,1399,100,136,2,19
8895807,489,104,135,2,19
8895871,489,101,135,2,19
8896383,471,115,620,5,217
8895935,489,301,135,2,19
8896511,489,101,135,2,19
8896639,687,101,351,5,196
8896767,1399,101,135,5,19
8896895,703,339,260,3,641
8896959,1220,103,351,3,596
8897023,539,206,134,2,371
8897151,489,101,135,5,19
8897279,516,80,333,3,507
8897343,489,101,135,2,19
8897599,1715,305,325,2,807
8897663,489,101,135,5,19
8897791,489,101,135,2,19
8897855,1715,351,497,10,807
8897919,1022,80,113,5,267
8897983,489,101,135,2,19
8898111,877,101,218,2,19
8898175,710,79,218,2,47
8899007,468,140,300,2,19
8898303,877,101,218,2,19
8898367,1502,101,112,2,893
8899967,539,223,134,2,371
8898495,1111,494,218,5,596
8899071,1704,216,434,2,857
8898559,1111,103,218,5,596
8900031,418,227,351,8,387
8898623,1111,494,218,5,596
8898751,877,102,218,5,19
8898815,1054,159,116,8,343
8899199,669,216,600,2,80
8900159,539,240,134,2,371
8900223,489,288,135,5,52
8898879,548,225,79,2,398
8900287,1399,178,135,2,19
8900351,480,376,373,5,547
8899327,560,398,354,2,610
8900479,539,143,134,2,371
8899647,1724,216,17,2,456
8899711,1335,258,266,5,601
8899839,380,439,354,2,961
8900799,539,240,134,2,371
8900863,705,224,354,9,884
8899903,1569,216,244,2,861
8900991,759,159,594,2,619
8901119,56,216,600,2,210
8901183,1662,439,112,5,912
8901311,1527,403,526,5,25
8901375,56,216,600,2,455
8901503,1532,242,651,4,371
8901567,1221,240,590,2,398
8901631,1039,225,218,8,164
8901759,1702,143,528,3,917
8901887,849,140,590,5,733
8902015,895,21,608,3,543
8902079,442,101,300,2,158
8902143,442,101,300,8,158
8902207,531,105,300,3,584
8902271,892,100,300,3,196
8902335,442,100,300,3,158
8902399,545,494,300,3,596
8902463,788,136,300,5,970
8902591,788,174,300,5,970
8902783,440,102,524,2,19
8902847,440,101,524,2,19
8903231,989,101,116,2,19
8903295,989,100,116,2,19
8903359,943,311,116,5,152
8903423,1448,36,116,3,529
8903487,962,79,116,3,331
8903551,989,115,116,2,19
8903615,1441,79,432,2,47
8903807,1609,188,116,5,480
8903871,544,105,116,3,596
8903999,989,101,432,2,19
8904127,510,79,116,3,772
8904191,438,41,116,3,82
8904255,552,36,116,5,44
8904319,1014,218,116,2,416
8904383,1423,109,28,5,896
8904447,903,494,300,3,113
8904511,438,274,116,3,119
8904639,468,75,300,2,19
8904703,652,79,300,2,772
8904767,468,101,300,2,19
8904831,468,101,300,2,19
8904895,402,115,300,2,217
8904959,552,446,432,5,997
8905023,989,101,116,2,19
8905087,468,5,300,2,19
8905151,531,103,300,3,584
8905215,903,105,300,3,113
8905279,635,412,300,5,135
8905343,1405,226,300,2,548
8905407,904,238,300,4,371
8905599,1152,228,300,2,626
8905663,87,216,468,2,418
8905855,1056,167,300,2,343
8905983,1056,159,300,2,343
8906175,920,140,300,3,17
8906239,423,402,300,8,281
8906367,468,288,300,3,52
8906431,578,216,243,2,799
8906559,73,216,0,2,979
8906623,1569,216,16,2,502
8906687,491,365,300,3,815
8906943,494,281,432,5,25
8907007,814,229,432,8,768
8907071,419,245,116,8,80
8907199,1020,248,116,8,986
8907263,604,325,33,0,266
8907391,1591,239,116,8,840
8907455,1636,474,605,0,493
8907519,51,140,116,5,17
8907583,1084,338,432,5,78
8907711,1611,367,116,5,489
8907839,1636,475,605,0,493
8907967,551,421,116,4,269
8908031,549,143,116,5,440
8908095,138,195,482,6,929
8908223,616,195,482,6,696
8908415,1465,213,482,6,107
8908479,616,195,482,6,696
8908543,382,274,482,6,119
8908799,1746,280,141,0,20
8908863,826,122,300,5,103
8908927,1465,212,482,6,107
8908671,1465,204,482,6,107
8908735,1267,213,520,5,107
8908991,1788,156,585,5,292
8909055,1295,213,482,6,140
8909247,1267,195,520,5,107
8909311,1234,101,519,2,19
8909439,237,38,357,5,1003
8909503,3,152,543,2,414
8909567,545,102,300,3,596
8909631,442,101,300,8,158
8909695,293,494,300,3,40
8909759,468,104,300,2,19
8909823,468,99,300,2,624
8910015,545,102,300,3,596
8910079,470,101,300,6,893
8910143,468,101,300,2,19
8910207,470,104,300,6,893
8910271,442,105,300,3,158
8910335,897,102,300,3,62
8910399,1089,14,357,3,133
8910463,545,101,300,3,596
8910591,638,16,367,3,41
8910655,468,99,300,2,624
8910719,442,101,300,3,158
8910975,442,101,300,3,158
8911039,470,63,300,2,893
8911103,442,101,300,3,158
8911231,537,100,300,2,927
8911295,610,106,300,3,120
8911359,652,79,300,3,772
8911423,545,494,300,3,596
8911487,1234,101,301,3,19
8911551,885,77,300,3,735
8911615,468,104,300,3,19
8911679,701,149,79,3,181
8911743,468,143,300,2,19
8911807,613,433,300,2,458
8911871,1234,444,519,2,19
8911935,444,314,300,3,80
8911999,920,140,300,3,17
8912063,856,141,422,5,17
8912191,1465,195,482,6,107
8912575,1465,215,482,6,107
8912703,1191,216,348,2,7
8912831,603,227,536,8,986
8912959,1524,475,283,0,195
8913215,592,49,50,2,607
8913407,745,49,50,2,607
8913471,1525,49,48,2,524
8913791,609,200,300,3,107
8913855,609,195,300,3,107
8913919,569,195,300,2,696
8913983,609,200,300,3,107
8914111,609,200,300,3,107
8914175,418,213,597,2,140
8914239,977,213,356,5,107
8914303,633,195,355,2,696
8914367,633,195,355,2,696
8914431,977,215,356,5,107
8914495,1028,286,351,5,37
8914687,696,195,112,2,696
8914879,331,285,237,0,28
8914943,364,286,357,0,28
8915007,234,285,357,0,28
8915071,1060,285,357,0,28
8915199,760,195,357,2,696
8915263,616,195,482,6,696
8915455,240,280,357,0,20
8915583,416,227,520,2,678
8915647,1215,412,344,0,135
8915711,1143,216,46,5,210
8915775,1597,216,606,2,469
8915839,1047,216,311,2,132
8915903,640,216,288,2,14
8915967,605,216,311,2,861
8916031,781,216,523,8,14
8916159,781,216,523,2,908
8916287,1336,216,311,10,455
8916351,998,178,523,2,19
8916479,1047,216,308,2,502
8916607,1215,412,523,0,135
8916671,980,238,308,2,913
8916735,164,216,344,2,455
8916799,167,228,523,2,986
8916927,1597,216,606,10,469
8917055,82,216,64,2,522
8917311,843,140,546,5,86
8917375,110,216,546,2,261
8917503,643,240,546,2,164
8917567,88,228,546,8,548
8917759,1032,286,47,2,805
8917887,139,242,47,2,964
8917951,1752,240,123,2,371
8918015,124,407,623,5,332
8918143,424,216,644,8,77
8918207,1493,216,77,8,461
8918271,66,216,71,2,502
8918335,722,216,77,2,376
8918591,1080,413,549,5,78
8918655,1489,36,422,0,501
8918975,1721,412,520,0,135
8919167,434,41,224,5,265
8919231,131,227,520,11,486
8919487,971,174,99,5,970
8919615,1507,21,50,2,853
8919743,454,380,221,3,963
8919935,942,320,221,6,705
8919999,1661,79,520,2,47
8920063,622,145,12,6,827
8920127,694,6,125,0,161
8920191,520,99,482,6,158
8920383,1735,159,482,6,768
8920447,133,79,532,2,47
8920575,383,494,221,6,40
8920639,1206,124,221,6,86
8920703,1184,174,482,5,970
8920831,197,439,131,0,701
8920895,338,188,105,2,880
8920959,1085,16,395,2,520
8921023,225,4,395,2,847
8921151,1670,248,357,2,723
8921279,1103,79,218,2,47
8921343,392,16,590,2,47
8921599,1230,223,160,4,729
8921663,1220,103,351,3,596
8921855,748,240,112,2,398
8921919,1089,14,357,3,133
8922111,510,79,116,5,772
8922175,505,380,300,3,963
8922239,818,289,300,3,53
8922303,818,289,300,3,53
8922431,1465,213,482,6,107
8922495,616,195,482,6,696
8922559,616,195,482,6,696
8922751,505,380,300,3,963
8922815,977,213,356,5,107
8922879,616,195,482,6,696
8922943,1697,279,351,5,20
8923135,1029,380,546,5,963
8923199,883,241,523,4,16
8923263,1275,91,85,5,17
8923327,173,99,37,0,196
8923391,1280,47,201,0,425
8923455,1507,490,50,2,853
8923519,1507,284,50,2,853
8923583,1507,21,50,2,853
8923647,1507,37,50,2,853
8888767,308,222,349,2,519
8888831,348,216,363,8,15
8888895,192,231,619,4,138
8888959,1619,216,357,8,352
8889087,361,216,105,2,235
8889215,312,216,357,2,337
8889279,361,216,105,2,198
8889343,303,216,160,2,496
8889407,1479,216,357,8,77
8889535,318,216,364,8,61
8889599,4,136,218,5,970
8889727,1103,79,218,2,47
8889855,877,100,218,5,19
8888699,192,228,619,4,138
8906619,1014,216,436,2,469
8850939,162,229,116,8,768
8850747,628,188,356,2,677
8850683,1706,188,259,2,47
8850171,1558,281,520,5,25
8851067,1618,131,300,3,46
8851643,884,429,482,2,151
8851963,1087,310,2,5,151
8852027,1087,310,2,5,151
8852155,1087,310,2,5,151
8852219,269,425,307,2,723
8852411,1294,451,365,2,820
8852475,1294,451,365,2,820
8852859,1635,388,5,2,151
8852923,517,403,73,5,106
8853051,611,313,520,5,543
8853243,1726,228,92,5,543
8853307,1748,445,228,5,552
8853435,100,104,536,2,19
8853499,952,341,432,5,1008
8853563,100,103,536,2,19
8853627,100,102,536,2,19
8853691,1348,16,536,3,543
8853755,663,341,432,5,914
8853819,513,494,283,3,40
8853883,663,341,432,11,914
8853947,625,105,536,3,113
8854267,1000,79,537,2,47
8854395,950,101,536,3,19
8854459,950,102,536,3,19
8854651,950,101,536,3,19
8854907,658,101,70,5,596
8855035,1207,174,70,5,970
8855291,956,177,551,5,40
8855419,372,445,604,5,552
8855483,1489,291,422,0,501
8855547,1489,351,422,0,501
8855675,1825,445,228,5,675
8855739,1748,445,228,5,552
8855803,502,218,478,2,436
8856251,1504,262,543,2,947
8856507,631,216,465,2,496
8856571,114,216,466,2,12
8856699,131,471,236,11,280
8856763,917,140,81,5,17
8857019,1113,228,404,2,251
8857211,699,216,369,8,299
8857275,661,216,369,2,29
8857339,99,216,71,8,61
8857403,131,226,520,11,486
8857467,1003,227,345,4,986
8857595,1550,216,644,8,885
8857659,1545,284,50,2,853
8857723,661,216,369,2,522
8857787,152,216,146,8,77
8857851,561,216,478,2,502
8858107,27,216,644,2,60
8858235,1786,223,520,2,506
8858299,538,216,369,2,911
8858363,1507,485,50,8,853
8858427,507,142,520,3,917
8858555,928,364,520,5,19
8858619,1786,226,520,2,805
8858683,1786,233,520,2,678
8858875,534,248,520,2,986
8858939,1717,225,520,2,619
8857979,1036,417,210,5,37
8859003,507,140,520,3,917
8859131,1696,325,520,5,278
8859195,534,223,520,2,852
8859259,789,140,520,5,276
8859323,822,494,520,5,596
8859451,626,28,308,5,959
8859579,626,24,308,5,959
8859643,63,341,605,11,231
8859707,1453,344,311,5,838
8859771,440,102,524,2,19
8859835,1350,341,322,10,549
8888507,1473,216,357,8,755
8859963,440,102,524,2,19
8860027,440,101,524,2,19
8860091,144,101,546,2,19
8860155,144,101,546,2,19
8860219,860,494,546,5,596
8860283,1137,33,546,10,529
8860347,144,101,546,2,19
8860411,798,101,546,5,19
8860475,144,102,546,2,19
8860539,440,101,524,2,19
8860603,144,101,546,5,19
8860667,465,79,546,2,47
8860731,144,102,546,2,19
8860795,798,101,546,2,19
8860859,144,104,546,2,19
8860923,440,100,524,2,19
8860987,144,101,546,2,19
8861115,456,494,523,5,113
8861179,1195,16,546,5,543
8861243,998,104,523,5,19
8861307,144,100,546,5,19
8861371,144,101,546,5,19
8861435,144,101,546,5,19
8861499,998,100,523,2,19
8861563,803,311,38,0,48
8861627,1791,99,546,5,59
8861755,492,24,38,5,26
8861819,440,101,523,5,19
8861883,144,104,546,5,19
8862011,440,104,523,5,19
8862075,860,102,546,5,596
8862139,440,101,523,5,19
8862203,860,494,546,5,596
8862267,780,101,546,11,113
8862395,1538,348,196,2,807
8862523,683,265,482,6,536
8862971,1682,140,473,5,17
8863035,910,159,543,2,986
8863099,994,282,280,5,25
8863227,1746,281,654,5,25
8863291,791,431,543,3,157
8863355,836,229,543,2,811
8863419,113,141,542,5,17
8863611,113,140,542,5,17
8863739,506,143,543,2,19
8863867,851,429,543,2,673
8863931,910,227,543,2,986
8862715,1650,356,12,6,328
8862843,131,227,520,11,486
8864187,565,289,482,6,53
8864251,615,140,482,6,733
8864315,1035,354,221,6,328
8864379,793,358,221,3,328
8864507,1729,240,512,2,371
8864571,1781,216,530,2,418
8864891,932,216,572,2,496
8865211,1503,225,566,8,619
8865403,64,216,56,2,80
8865467,129,81,130,2,937
8865595,1812,306,78,0,982
8865915,1483,16,82,5,118
8866043,389,99,82,2,158
8866107,706,131,82,2,47
8866235,928,101,520,2,19
8866619,1779,174,520,5,970
8866683,1779,136,520,5,970
8866747,865,445,369,3,552
8866875,822,102,520,5,596
8867003,928,101,520,5,19
8867131,1779,136,520,5,970
8867195,1507,301,50,8,853
8867259,1507,34,50,8,853
8867387,685,318,520,5,641
8867515,1059,326,72,3,182
8867579,1576,330,357,0,221
8867707,928,102,520,5,19
8867771,928,101,520,5,19
8867899,822,101,520,5,596
8867963,928,101,520,2,19
8868027,928,101,520,2,19
8868091,928,101,520,2,19
8868219,1467,14,646,5,826
8868347,1049,439,482,6,785
8868539,750,380,221,3,37
8868667,990,417,482,6,927
8869051,777,367,532,5,533
8869243,1161,216,164,2,198
8869307,308,229,349,2,519
8869371,211,281,447,5,25
8869435,634,356,482,6,19
8869499,562,229,482,2,432
8869691,454,321,223,3,963
8869755,503,412,221,0,135
8869947,929,240,482,6,620
8870139,990,229,482,6,927
8870203,581,380,138,3,560
8870267,36,439,482,6,95
8870395,503,412,221,0,135
8870459,53,227,221,6,548
8870523,1598,404,318,6,370
8870651,520,444,482,2,158
8870715,520,222,482,2,852
8870907,520,178,482,6,158
8871035,1703,79,221,3,772
8871099,641,205,482,6,229
8871163,520,61,482,6,158
8871227,779,115,221,5,217
8871291,520,68,482,6,158
8871483,520,136,482,6,158
8871547,520,100,482,6,158
8871739,506,101,543,3,19
8871995,611,16,520,5,543
8872059,678,137,520,5,412
8872187,1799,127,542,3,46
8872251,3,153,543,2,414
8872315,371,326,560,3,212
8872699,520,101,482,6,158
8872763,634,99,482,2,19
8872827,1590,297,640,0,374
8872891,634,115,482,6,19
8872955,506,101,543,2,19
8873019,506,100,543,2,19
8873083,634,101,482,2,19
8873147,834,103,221,3,584
8873211,506,101,543,2,19
8873275,834,104,221,3,584
8873339,912,446,542,3,687
8873403,506,101,543,2,19
8873531,1798,137,542,3,69
8873595,1146,494,542,3,113
8873723,825,101,542,3,722
8873787,575,121,482,6,214
8873851,622,145,12,6,827
8873915,634,62,482,6,19
8874043,125,101,482,2,739
