PanjivaRecordID,Carrier,ConsigneePanjivaID,GoodsShipped,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
125559,15,1127,1688,1807,2136,2501,3020
125623,15,1471,1674,2030,2370,2534,3078
125687,16,732,1696,2056,2399,2501,2690
126775,21,888,1764,1986,2329,2516,3131
126839,21,140,1737,2007,2348,2501,2756
127159,2,446,1674,2058,2430,2501,2988
127287,17,1404,1674,2035,2254,2501,2871
127351,17,1404,1674,2035,2254,2501,2918
127415,17,1404,1674,2035,2254,2534,3165
117815,7,401,1688,1904,2241,2501,2951
123767,13,580,1688,1897,2233,2494,2866
123831,13,852,1674,1988,2330,2514,2903
125751,24,1397,1673,1887,2221,2492,2681
126327,14,874,1674,1819,2446,2501,2925
126391,14,1502,1711,1819,2348,2523,3050
126519,14,655,1675,1819,2304,2514,2657
127031,20,165,1674,1908,2245,2501,2754
127095,17,1580,1674,1811,2235,2534,3165
118199,13,286,1670,1938,2276,2531,2765
118455,1,748,1737,1866,2408,2531,2929
118519,1,851,1674,1940,2278,2497,2969
118583,1,372,1674,2066,2410,2501,2948
119159,14,1140,1688,1974,2241,2501,3020
119223,10,401,1688,1904,2241,2494,2688
119735,6,271,1688,1987,2305,2494,2866
120311,3,1283,1688,1904,2241,2494,2866
120375,25,927,1674,2119,2472,2501,2863
120439,13,572,1674,2091,2441,2501,2697
120503,13,598,1674,1926,2264,2501,3160
120567,13,773,1769,1800,2132,2501,2711
120631,13,1554,1674,1926,2264,2534,3078
120695,13,1079,1674,1816,2148,2501,2693
120759,13,639,1752,2056,2399,2501,3196
120823,13,1299,1674,2113,2464,2501,2708
121335,17,1580,1674,1811,2235,2501,2959
122167,23,1170,1674,2069,2412,2501,2699
122231,16,1451,1711,2072,2415,2523,3038
122807,25,669,1688,1904,2241,2501,3020
122871,3,1140,1688,1904,2241,2501,3020
122935,9,1199,1698,2011,2353,2501,3031
123063,23,931,1674,1869,2201,2514,2782
123447,1,1190,1674,1905,2242,2531,2639
123575,1,1299,1674,2113,2464,2501,2708
124407,23,470,1674,2056,2399,2501,2585
124471,10,1599,1680,1911,2247,2531,2777
124599,22,510,1674,2058,2430,2501,2734
124663,10,565,1680,1965,2305,2531,2629
124791,18,1365,1674,1965,2305,2501,2601
125111,6,271,1688,1987,2404,2494,2866
125815,13,1410,1688,1949,2287,2501,3020
125879,13,135,1674,1869,2201,2501,2609
125943,13,1583,1680,2028,2223,2531,2629
126007,13,225,1674,2104,2454,2501,3029
126071,13,1133,1682,1844,2177,2529,2565
126135,13,1346,1701,1840,2385,2501,2909
126199,13,816,1674,1908,2245,2501,2693
126263,13,104,1696,1986,2329,2501,3069
117700,23,438,1711,2060,2415,2489,2854
117956,23,1042,1674,1846,2303,2501,2585
118084,23,355,1711,2072,2415,2492,3026
118148,16,1175,1674,2060,2402,2501,2898
118852,8,73,1769,1899,2204,2514,2876
118916,23,909,1764,1887,2221,2501,3122
118980,8,73,1674,2035,2254,2501,2655
119492,23,493,1674,1908,2360,2501,2863
119556,10,967,1685,1908,2245,2501,2624
119620,10,565,1680,2014,2356,2531,2629
119684,18,1365,1674,1973,2305,2501,2601
119876,15,698,1682,1821,2152,2501,2895
120004,15,135,1674,1869,2201,2501,2655
120068,15,50,1698,1819,2150,2501,3176
120132,15,1461,1674,2058,2430,2534,2653
120196,15,1522,1674,1985,2327,2501,2651
120260,16,1553,1674,1807,2136,2501,2972
121220,17,1404,1674,2035,2254,2501,2750
121412,23,1262,1688,1952,2292,2501,3020
121604,23,1379,1688,2056,2462,2494,2617
122052,15,75,1688,2014,2356,2483,2789
122116,15,1461,1674,2058,2430,2501,2974
122436,23,269,1688,1960,2300,2501,3020
122500,16,1264,1736,2054,2151,2531,2588
123012,22,1518,1674,1894,2231,2514,2984
123204,0,49,1711,2060,2415,2511,2633
123268,0,695,1674,2060,2326,2501,2699
124100,10,66,1672,2053,2396,2501,2715
124228,8,73,1674,1870,2204,2501,3109
124292,23,492,1688,1964,2304,2501,2951
124868,18,339,1735,1824,2155,2529,2916
124932,18,151,1680,2123,2476,2531,2777
124996,18,401,1688,1904,2241,2494,2688
125252,15,1434,1674,1869,2201,2514,2782
125316,15,1029,1674,2077,2420,2501,3029
125444,10,1349,1676,1843,2176,2501,2799
125508,15,692,1674,2031,2373,2501,2868
125572,15,529,1682,1807,2136,2501,3191
125636,16,1302,1683,2056,2137,2494,2730
125700,15,791,1674,1918,2256,2501,2621
126788,21,283,1715,2038,2383,2501,2643
127172,2,555,1674,2058,2430,2501,3004
127300,17,1404,1674,2035,2254,2501,2836
127364,17,1404,1674,2035,2254,2514,2874
117764,3,1418,1674,1869,2201,2497,2969
117828,9,618,1700,2011,2353,2501,3102
118276,15,581,1672,1989,2331,2501,2577
118340,15,1525,1698,1807,2136,2501,3176
119300,8,661,1674,2040,2381,2501,2836
120836,20,647,1698,1875,2209,2501,2659
120964,11,1549,1696,1887,2221,2501,2831
123780,13,650,1674,1930,2268,2514,2859
123844,13,475,1674,2125,2478,2501,3180
125764,11,1421,1704,1843,2176,2531,2740
126340,14,119,1674,1819,2469,2501,2601
126404,14,1043,1674,1819,2304,2514,2640
126468,14,590,1688,1819,2417,2483,2789
126532,14,98,1770,1819,2223,2501,2660
127620,14,550,1769,1819,2304,2501,2580
118468,1,241,1738,2008,2349,2501,2945
118532,1,92,1738,1986,2329,2501,2711
118660,1,235,1688,1986,2329,2501,2642
119172,18,1292,1674,2077,2420,2501,2585
119364,23,923,1759,2073,2416,2531,2606
120324,3,1283,1688,1904,2241,2494,2688
120388,7,1283,1688,1932,2241,2501,2951
120644,13,681,1674,2100,2450,2501,2810
120708,13,1207,1674,1939,2277,2501,2697
120772,13,779,1674,2058,2430,2501,2978
122180,23,355,1711,2072,2415,2489,3009
122244,1,669,1688,1904,2241,2494,2866
122308,1,805,1674,2008,2336,2520,2850
122692,0,486,1672,1837,2171,2501,3069
122820,25,1386,1735,2119,2472,2529,2916
122948,9,441,1701,1840,2385,2501,3196
123076,23,738,1688,1856,2188,2494,2617
123140,23,1392,1680,1908,2245,2531,2629
123460,1,1464,1674,1905,2242,2501,2863
123524,1,1464,1674,1940,2278,2501,2863
123652,1,134,1688,2008,2349,2494,2612
123716,22,1304,1674,2058,2430,2501,2708
124420,23,33,1698,2054,2397,2501,2796
124484,10,1509,1674,1908,2245,2501,2863
124548,10,81,1691,2007,2348,2501,2758
124612,12,159,1680,2017,2359,2531,2986
124740,10,1132,1735,2045,2386,2501,2600
125828,13,1353,1688,2104,2454,2514,3064
125892,13,119,1674,1945,2283,2501,2601
125956,13,276,1656,1899,2388,2501,2961
126084,13,921,1674,2056,2399,2534,3078
126212,13,1331,1674,2056,2399,2531,2922
126276,13,1236,1698,1819,2150,2501,3088
126596,13,580,1688,1805,2138,2494,2866
126660,13,1206,1688,1897,2233,2501,2745
126724,13,750,1674,2040,2381,2501,3152
117612,23,672,1674,2069,2346,2501,3160
117996,23,355,1711,2060,2415,2531,3039
118764,20,848,1768,1908,2245,2538,3117
118828,8,73,1769,2035,2467,2514,2876
118892,23,465,1712,1810,2252,2501,2638
118956,8,73,1674,2035,2254,2482,2940
119020,23,571,1674,2022,2420,2505,2954
119596,12,318,1720,2096,2446,2501,3069
119660,10,579,1736,1997,2338,2501,2895
119724,18,389,1688,1973,2305,2501,2598
119916,15,1029,1674,1869,2201,2501,2795
119980,15,730,1674,2015,2358,2501,3057
120044,15,1398,1674,1898,2234,2501,3059
120172,15,1442,1674,1807,2136,2501,2949
120236,16,885,1696,2056,2399,2494,3179
120876,13,565,1680,2008,2349,2501,2575
120940,13,816,1674,1908,2245,2501,2959
121260,17,1404,1674,1893,2230,2514,3012
121452,23,466,1736,2009,2337,2501,3178
121580,10,492,1688,1810,2252,2501,2951
121644,10,496,1675,1807,2136,2514,3143
121772,10,289,1735,2077,2420,2501,2770
121836,10,1141,1688,1904,2241,2494,2866
122028,15,541,1674,1985,2327,2501,3152
122092,15,1462,1674,1807,2136,2534,2669
122412,23,1348,1672,2056,2399,2516,2737
122988,22,656,1674,2058,2430,2501,2774
123244,0,624,1711,2060,2415,2531,2880
123308,16,1430,1768,2060,2402,2501,2971
123948,2,741,1674,2058,2430,2501,2650
124140,10,1336,1696,1837,2171,2531,2914
124204,8,73,1674,1870,2204,2517,2875
124332,23,738,1688,1964,2304,2494,2617
124396,8,73,1674,1899,2204,2501,3109
124844,18,1141,1688,1904,2241,2494,2866
124908,18,372,1674,1973,2305,2501,2948
125228,15,535,1674,1859,2190,2501,2863
125292,15,1044,1699,1976,2318,2501,2694
125356,15,518,1674,1816,2148,2501,3160
125548,15,932,1674,1831,2165,2534,2669
125676,16,1392,1680,1831,2165,2531,2629
126764,21,235,1764,1986,2329,2506,2869
127276,17,1404,1674,1893,2230,2514,2874
127340,17,1580,1674,1811,2235,2514,2859
127468,22,552,1674,1985,2327,2501,2898
117804,7,1314,1688,1904,2241,2501,2951
118252,15,1462,1769,1807,2136,2534,2669
118316,15,1238,1688,2007,2348,2501,2761
119276,8,661,1674,2040,2381,2501,3195
123756,13,473,1674,1951,2290,2501,2734
123820,13,1554,1674,1926,2264,2514,2784
126316,14,1112,1674,1819,2348,2534,2669
126380,14,1141,1688,1819,2241,2501,3020
126508,14,74,1780,1819,2348,2533,2853
127660,14,642,1688,1819,2354,2494,2688
118444,1,241,1738,2066,2410,2501,2945
118508,1,1314,1764,1904,2241,2516,2798
118572,1,136,1737,2008,2349,2501,2550
118636,1,129,1769,2008,2349,2534,2669
119212,10,1190,1674,2123,2446,2531,2639
120364,25,135,1674,1869,2201,2501,2580
120428,9,911,1674,2119,2472,2501,2863
120492,13,1297,1674,1835,2169,2501,2734
120556,13,521,1674,1985,2327,2482,2940
120684,13,565,1680,2008,2349,2531,2629
120812,13,1572,1780,2110,2460,2516,2589
122156,16,1124,1674,1843,2201,2501,2939
122220,16,1546,1674,2060,2402,2501,3029
122348,1,254,1688,2008,2349,2502,2936
122796,25,571,1674,2077,2420,2501,2982
122860,3,1140,1688,1904,2241,2494,2866
123052,23,1585,1688,1828,2160,2494,2617
123116,23,910,1780,1846,2179,2531,2596
123436,1,1621,1769,1986,2329,2501,2817
123500,1,1141,1688,1904,2241,2501,2951
123564,1,1141,1688,1904,2241,2501,3100
123628,1,1481,1769,2008,2349,2514,2876
123692,9,130,1688,2007,2348,2501,2745
124524,10,574,1672,2111,2462,2516,2613
124652,14,1140,1688,1904,2241,2501,3020
124780,18,372,1674,1965,2305,2501,2948
125932,13,479,1669,1850,2183,2531,2788
125996,13,1133,1682,1844,2177,2529,2994
126060,13,1519,1675,2101,2452,2494,3188
126124,13,514,1674,1831,2165,2501,2795
126188,13,514,1674,1831,2165,2501,2655
126252,13,510,1674,2058,2430,2501,2721
126636,13,528,1674,1985,2327,2501,2795
126700,13,1273,1674,1930,2268,2501,2810
126956,20,551,1755,1874,2210,2538,3117
127532,17,1404,1674,1971,2312,2514,3012
117694,23,438,1711,2060,2415,2489,3021
117950,23,910,1654,1846,2179,2516,2628
118078,23,863,1698,2060,2402,2501,2796
118846,8,385,1683,1900,2237,2501,2552
118910,23,809,1674,1816,2148,2497,3015
118974,8,73,1674,2035,2254,2501,2693
119102,10,206,1698,1974,2315,2501,2705
119486,23,910,1672,1846,2179,2501,2577
119550,10,612,1696,1952,2292,2530,2707
119614,10,1589,1736,2077,2420,2501,3150
119678,18,318,1720,2079,2422,2515,2930
119870,15,585,1780,2110,2460,2516,2731
119934,15,99,1682,2028,2223,2499,3034
119998,15,1419,1674,1985,2327,2501,3152
120062,15,1040,1674,1859,2190,2520,2850
120190,15,1651,1654,2007,2348,2516,2628
120254,16,592,1685,2095,2445,2501,2759
120894,13,630,1674,2058,2430,2501,2863
120958,13,1127,1682,1807,2136,2529,2994
121214,17,1404,1674,2035,2254,2514,3061
121278,17,1637,1698,1842,2175,2514,2672
121534,10,1352,1688,1952,2292,2483,2907
121598,23,440,1674,2056,2399,2501,2721
121790,10,1110,1672,1842,2175,2501,2577
121854,10,669,1688,1904,2241,2494,2866
121918,10,705,1735,2119,2472,2494,3093
121982,15,1543,1674,2085,2432,2501,3160
122046,15,492,1688,1964,2304,2501,2951
122110,15,1644,1682,1908,2245,2486,3030
122494,23,1019,1688,1887,2221,2501,2989
123006,22,844,1674,2058,2430,2501,2871
123198,0,49,1711,2060,2415,2489,2703
123966,2,633,1674,2058,2430,2501,2988
124030,10,827,1674,1912,2248,2514,2782
124094,10,584,1675,1890,2226,2514,3143
124158,10,1286,1780,1850,2183,2516,2731
124222,8,73,1769,1870,2204,2514,2876
124286,23,267,1696,1964,2304,2531,2914
124926,18,1612,1736,2077,2420,2501,3150
124990,14,1141,1688,1974,2241,2501,3020
125246,15,1398,1674,1946,2284,2501,3059
125374,15,456,1674,2077,2420,2501,2810
125502,15,838,1698,1831,2165,2501,3176
125566,15,648,1674,2093,2443,2501,2906
125630,15,1554,1674,1985,2327,2534,3078
125694,16,849,1710,2056,2389,2531,3137
126782,21,190,1741,1974,2315,2501,2551
126846,21,888,1688,2007,2348,2516,2864
127166,2,519,1674,2058,2430,2501,2988
127358,17,1404,1674,2035,2254,2501,2959
118334,15,1256,1674,1985,2327,2514,2605
119294,8,661,1674,2040,2381,2501,3029
121022,24,102,1696,1887,2221,2482,2738
122558,16,101,1735,1836,2187,2501,2770
123774,13,232,1674,1960,2300,2520,2793
123838,13,198,1674,2093,2443,2501,3029
126334,14,988,1688,1819,2417,2514,2724
126526,14,668,1674,1819,2308,2501,2863
127614,14,888,1688,1819,2209,2516,2864
118206,13,564,1701,2056,2399,2501,2909
118462,1,436,1769,2008,2349,2501,2756
118526,1,874,1674,1905,2242,2501,2925
118590,1,297,1674,1940,2278,2501,2712
118654,1,1499,1764,2008,2349,2533,2976
119358,5,380,1698,1806,2140,2501,2705
120318,3,911,1674,2119,2472,2501,2863
120382,7,911,1674,2077,2420,2501,2863
120446,13,521,1674,1985,2327,2501,2609
120638,13,666,1674,2100,2450,2501,2795
120702,13,1460,1669,1819,2150,2501,2578
120766,13,1342,1674,2058,2430,2501,2810
121342,17,1580,1674,1811,2235,2514,2874
122174,23,355,1711,2072,2415,2511,2714
122238,1,733,1654,1819,2150,2531,2702
122302,1,476,1737,1986,2329,2531,2929
122366,1,1190,1674,2096,2446,2531,2639
122814,25,1016,1688,1904,2241,2501,3069
122878,3,1283,1688,1904,2241,2501,3020
123070,23,516,1682,1897,2233,2501,2626
123454,1,1305,1688,2008,2349,2514,3044
123518,1,669,1688,1904,2241,2514,3064
123582,1,1560,1674,2008,2349,2520,2850
123710,22,536,1674,2058,2430,2501,2774
124414,23,1356,1674,1911,2247,2501,3059
124478,10,869,1735,1939,2277,2494,3093
124542,10,1354,1665,1850,2183,2492,2746
124670,10,312,1688,1904,2241,2494,2688
124798,18,1454,1688,1965,2305,2501,3020
125054,6,492,1688,2103,2461,2501,2951
125118,6,124,1768,1987,2404,2538,2958
125822,13,507,1688,1949,2287,2494,2617
125886,13,229,1682,2028,2223,2494,2973
125950,13,377,1680,2008,2349,2531,2629
126014,13,1133,1682,1844,2177,2529,2912
126142,13,1346,1752,1840,2385,2501,2909
126206,13,918,1674,1908,2245,2514,2645
126270,13,143,1696,1866,2408,2501,2831
126590,13,1478,1674,1942,2280,2501,2601
126654,13,899,1688,1800,2132,2494,2617
126718,13,269,1688,1960,2300,2501,3100
127550,17,1404,1674,1971,2312,2501,2918
117708,23,438,1711,2060,2415,2540,3035
117900,9,707,1752,2045,2386,2501,3196
118796,23,465,1712,2014,2356,2501,2638
118988,23,69,1698,1964,2304,2501,2796
119052,10,890,1680,2039,2380,2531,2777
119564,10,727,1680,1962,2303,2531,2777
119628,10,568,1736,1997,2338,2534,2865
119692,18,394,1674,2045,2386,2501,2585
119948,15,99,1682,2028,2223,2501,3158
120204,15,1256,1674,1985,2327,2514,2984
120908,13,844,1674,2058,2430,2501,2888
121420,23,389,1688,2007,2348,2501,2598
121548,10,831,1680,1962,2303,2531,2629
121676,10,570,1654,2106,2456,2516,2628
121740,18,369,1675,2123,2476,2527,2768
122444,23,1513,1674,2007,2348,2534,2669
123148,0,923,1759,2073,2416,2531,2606
123276,0,879,1768,2060,2326,2501,3059
123916,7,347,1670,2069,2412,2531,2765
124108,10,1424,1680,2007,2348,2531,2777
124236,8,73,1674,2005,2347,2517,2875
124876,18,669,1688,1904,2241,2514,3064
124940,18,100,1674,1973,2305,2501,2601
125004,18,1422,1674,1965,2305,2501,2863
125196,15,1029,1674,1869,2201,2505,2954
125260,15,1195,1674,1869,2201,2501,2609
125388,15,883,1674,2030,2370,2501,2906
125516,15,1394,1672,1989,2331,2516,2737
125580,15,857,1674,2058,2430,2534,3078
126796,21,796,1674,2007,2348,2534,2669
127436,17,1404,1674,2035,2254,2514,2709
117772,3,1016,1688,1904,2241,2494,2866
117836,19,828,1736,1997,2338,2501,2786
118348,16,967,1685,1908,2245,2501,2624
119308,8,661,1674,2040,2381,2501,3048
121036,9,1632,1688,2054,2348,2494,2688
123788,13,650,1674,1930,2268,2514,2645
123852,13,1197,1674,2125,2478,2501,3040
125708,11,129,1769,1887,2221,2501,2711
126284,14,235,1764,1819,2304,2506,2869
126348,14,119,1674,1819,2308,2501,2601
126412,14,1502,1711,1819,2348,2511,3014
126476,14,100,1674,1819,2305,2501,2601
126540,14,1454,1688,1819,2304,2501,3020
126988,7,1170,1768,2060,2402,2538,3117
127628,14,1435,1738,1819,2329,2501,2656
118220,13,262,1736,1819,2150,2531,2576
118476,1,92,1738,1986,2329,2501,2696
118604,1,1586,1769,2008,2349,2501,2711
118668,1,1041,1674,1940,2278,2531,2922
119116,23,466,1736,1997,2338,2501,3178
119180,18,1422,1674,1973,2305,2501,2863
119244,10,1250,1696,2107,2457,2494,3188
119372,23,780,1696,1837,2171,2531,2636
120268,19,1418,1674,1869,2201,2497,2969
120332,3,1132,1720,1891,2228,2501,2749
120396,7,456,1674,2078,2421,2501,2810
120460,13,544,1674,2080,2423,2501,2810
120588,13,650,1674,1930,2268,2534,3165
120652,13,1351,1675,2013,2355,2527,2768
120716,13,932,1674,1831,2165,2534,2669
120780,13,844,1674,2058,2430,2501,2708
121356,17,1580,1714,1811,2235,2514,2672
122188,23,355,1711,2072,2415,2511,3027
122252,1,799,1764,1904,2241,2501,2802
122316,1,58,1688,2008,2349,2501,2751
122700,0,376,1654,2060,2402,2531,2702
122892,19,401,1688,1904,2241,2501,3069
122956,9,567,1701,2009,2351,2501,3196
123020,23,522,1759,1865,2198,2531,2606
123084,23,254,1688,2007,2348,2502,2936
123468,1,1545,1769,2008,2349,2501,2580
123724,22,844,1674,2058,2430,2501,3040
124620,12,1320,1710,2076,2419,2501,3066
124748,10,1150,1736,1871,2205,2496,2870
125452,20,551,1768,1874,2210,2538,3117
125772,13,704,1736,1997,2338,2501,2792
125836,13,714,1674,2091,2441,2501,2697
126604,13,681,1674,2100,2450,2501,2697
126668,13,952,1674,1985,2327,2501,3029
117608,23,860,1674,2060,2402,2501,2699
117672,23,351,1711,2060,2415,2492,3026
117736,16,45,1674,2069,2412,2501,2898
117992,23,355,1711,2060,2415,2489,3009
118056,16,1175,1768,2060,2402,2501,2898
118120,23,860,1674,2060,2402,2501,2795
118824,8,73,1674,2035,2254,2514,3120
118888,23,72,1682,2007,2348,2501,2915
119080,10,1310,1674,2056,2399,2501,2585
119272,23,291,1698,1843,2176,2501,2796
119464,23,1515,1674,1908,2245,2534,2653
119592,12,1014,1680,2096,2446,2531,2629
119656,10,1649,1682,2014,2356,2501,2895
119720,18,326,1682,1940,2278,2494,2730
119912,15,518,1674,2115,2466,2501,3160
119976,15,1264,1736,1810,2252,2531,3076
120040,15,392,1674,1869,2201,2501,2609
120168,15,588,1672,1952,2292,2516,2686
120232,16,1348,1696,2056,2399,2501,2611
120936,13,779,1674,2058,2430,2514,2984
121192,20,1345,1674,1908,2245,2514,2782
121384,8,73,1674,2035,2254,2514,2903
121448,23,466,1736,2083,2338,2501,3178
121768,18,298,1688,1973,2305,2483,2789
121832,10,1314,1688,1904,2241,2501,2592
121896,12,1140,1688,1904,2241,2494,2866
122024,15,835,1674,1985,2327,2501,2988
122088,15,510,1674,2058,2430,2501,2868
122408,23,847,1674,1908,2269,2501,2622
122472,23,176,1682,2110,2460,2494,2973
122984,22,510,1674,2058,2430,2501,2906
123240,0,624,1711,2060,2415,2531,2618
123944,2,741,1674,2058,2430,2501,2868
124072,10,1333,1675,2056,2399,2514,3143
124136,10,923,1695,2073,2416,2531,2606
124264,8,73,1674,2035,2254,2514,3012
124840,18,1417,1754,2119,2472,2487,3005
124904,18,1320,1682,2123,2476,2501,2806
124968,12,1324,1688,1840,2385,2501,2951
125416,10,344,1736,1843,2176,2531,2576
125544,15,593,1768,2082,2425,2538,3117
125608,15,616,1674,2058,2430,2534,3078
126760,21,246,1696,1986,2329,2501,2632
127272,17,1404,1674,1893,2230,2501,2959
127336,17,1580,1674,1811,2235,2514,2645
127464,22,552,1674,1985,2327,2541,2780
117800,7,892,1674,2077,2420,2501,2971
118248,15,464,1674,1911,2247,2501,2795
118312,15,814,1674,2015,2358,2501,2750
118376,16,1127,1672,1807,2136,2516,2743
121000,24,912,1673,1887,2221,2492,2681
126376,14,436,1769,1819,2348,2501,2935
126440,14,377,1680,1819,2348,2531,2629
127080,17,1580,1674,1811,2235,2501,2871
127656,14,284,1715,1819,2348,2501,2632
118440,1,1491,1696,2008,2349,2501,2643
118504,1,1270,1737,1986,2329,2538,2630
118632,1,1429,1696,2008,2349,2501,2643
119208,10,468,1675,2039,2380,2514,3143
120296,3,669,1688,1904,2241,2501,3020
120360,25,704,1736,1996,2337,2501,2792
120424,9,569,1752,2045,2386,2501,3196
120488,13,225,1674,2104,2454,2514,2782
120552,13,1335,1674,2080,2423,2501,3059
120680,13,1443,1735,2045,2386,2529,2801
120744,13,173,1780,1866,2408,2516,2722
120808,13,1019,1688,1986,2329,2501,2989
121320,17,1580,1674,1811,2235,2514,2709
122152,16,677,1674,2060,2402,2501,2888
122280,1,372,1674,1964,2304,2501,2948
122792,25,667,1736,1997,2338,2501,2863
122856,3,439,1674,2077,2420,2501,2971
122920,7,1132,1754,2045,2386,2487,3005
123048,23,1352,1688,1952,2292,2494,2617
123112,23,176,1682,2110,2460,2501,3092
123624,1,602,1769,1986,2329,2501,2817
123688,9,1299,1674,2113,2464,2501,2708
124520,10,574,1764,2111,2462,2516,2613
124584,22,220,1674,2058,2430,2501,2774
124712,10,278,1688,1965,2305,2501,3193
124776,18,298,1688,1965,2305,2501,2701
125480,20,1129,1674,1874,2210,2501,2906
125800,13,1353,1688,2104,2454,2501,2701
125864,13,641,1674,2040,2381,2501,3160
125928,13,1033,1700,1854,2187,2501,2909
125992,13,1556,1752,2011,2353,2501,2909
126056,13,464,1674,1911,2247,2514,3120
126184,13,1137,1685,1894,2231,2501,2624
126568,13,1415,1674,2040,2381,2501,3059
126632,13,1495,1688,1958,2297,2494,2866
126696,13,1512,1674,2059,2400,2531,2922
127528,17,1404,1769,1971,2312,2514,2654
117722,16,204,1674,2060,2402,2501,2664
117978,23,351,1711,2060,2415,2531,2800
118106,23,49,1711,2072,2415,2531,2586
118874,23,1472,1688,2105,2455,2501,2592
119002,23,1644,1672,1908,2245,2516,2737
119450,23,868,1674,1908,2360,2501,3160
119514,10,956,1731,2007,2348,2492,3144
119578,10,722,1680,1908,2245,2531,2777
119642,10,1301,1736,2009,2351,2501,2569
119898,15,952,1674,1985,2327,2501,3057
120026,15,1040,1674,1898,2234,2501,3160
120090,16,249,1759,1830,2164,2531,2606
120218,16,769,1682,1804,2137,2485,2896
120858,13,1549,1696,2008,2349,2501,2943
121178,20,316,1674,1908,2245,2514,2782
121690,23,344,1736,1843,2176,2531,2576
121754,18,389,1688,1973,2305,2501,2745
121946,16,1514,1688,2056,2160,2514,3044
122074,15,1473,1674,1807,2136,2520,2850
122458,23,888,1764,1820,2151,2516,3131
123162,0,801,1696,1837,2171,2531,2914
123226,0,204,1711,2060,2415,2531,2618
123994,23,932,1674,1908,2245,2534,2669
124826,18,1305,1688,1965,2305,2501,2745
124890,18,205,1711,2096,2352,2531,3185
124954,12,297,1674,2096,2446,2501,2712
125018,18,289,1735,2077,2420,2539,2879
125274,15,490,1674,1869,2201,2501,2964
125338,15,735,1674,1838,2163,2501,2721
125594,15,802,1674,2056,2399,2501,2650
125658,16,711,1688,2056,2292,2501,2701
126810,21,1122,1769,2007,2348,2534,2669
117786,25,312,1688,1904,2241,2501,3069
118298,15,1311,1674,1908,2245,2501,3160
118362,16,1514,1688,1828,2160,2494,2612
120986,11,246,1696,1887,2221,2501,2632
121114,7,173,1696,1866,2408,2501,2632
123738,13,1011,1674,1992,2334,2501,2898
125722,11,542,1737,1887,2221,2531,2929
126298,14,635,1769,1819,2348,2501,2691
126362,14,1428,1769,1819,2348,2501,2935
126490,14,1502,1711,1819,2348,2489,2703
126554,14,1506,1769,1819,2329,2501,2691
127002,7,53,1780,1944,2282,2531,2596
117850,6,241,1738,1987,2404,2501,2711
118490,1,30,1688,2008,2349,2483,2789
118554,1,97,1688,1986,2329,2534,3062
118618,1,1464,1674,2096,2446,2501,2863
118682,1,1422,1674,2066,2410,2501,2863
119194,18,1508,1674,2096,2278,2514,2784
119258,10,1029,1674,2077,2420,2514,2782
120282,19,707,1752,2011,2353,2501,3196
120410,7,1141,1688,1904,2241,2501,3069
120474,13,952,1674,1985,2327,2501,3106
120602,13,455,1674,1985,2327,2501,2826
120730,13,932,1674,1908,2245,2534,2669
120794,13,237,1738,2028,2223,2501,2656
122266,1,1283,1688,1904,2241,2500,2904
